P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,726,540,128,64,29,11,32
2,0,555,488,185,114,135,27,25
3,0,460,517,232,136,106,53,26
4,0,439,492,225,142,147,60,24
5,0,598,472,142,119,105,50,43
