P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,7,702,284,121,29,56,72,50
2,0,682,233,100,70,82,41,113
3,0,647,232,130,79,114,59,59
4,2,703,241,81,58,95,77,64
5,1,639,280,106,59,72,80,83
