P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,538,611,238,77,16,48,2
2,0,587,455,203,140,35,108,1
3,0,475,546,230,105,69,103,2
4,0,482,490,220,129,77,122,9
5,0,413,607,224,94,70,119,2
