P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,29,328,587,465,36,11,72,2
2,5,413,494,389,119,25,83,1
3,16,331,514,472,97,36,61,3
4,3,290,538,503,60,68,58,9
5,14,299,475,555,64,26,94,2
