P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,254,671,438,81,39,45,2
2,0,356,467,359,165,49,133,0
3,0,280,470,451,181,48,100,0
4,0,255,500,432,197,58,77,10
5,0,228,516,492,128,44,119,2
