P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,571,402,153,52,52,71,20
2,0,582,309,134,79,68,63,86
3,0,554,316,145,70,108,69,58
4,0,520,362,156,80,63,95,45
5,0,474,424,150,54,69,97,52
