rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,3637,8,8,7.58920431137085,0.9413148760795593,0.9499958157539368
2,2794,0,7,7.081864356994629,0.8688377737998962,0.9858028888702393
3,3593,0,7,6.999995231628418,0.8571421504020691,0.9999991655349731
4,3484,0,7,6.999929428100586,0.8571327924728394,0.9999876618385315
5,3777,7,7,6.996474742889404,0.8566392660140991,0.998888373374939
6,3901,0,7,6.978067398071289,0.8540096282958984,0.9952912330627441
7,3477,0,7,6.973570823669434,0.853367269039154,0.9952950477600098
8,4485,7,7,6.563825607299805,0.7948322296142578,0.904492199420929
9,3846,3,7,6.4309587478637695,0.7758512496948242,0.8776669502258301
10,89,0,7,6.413247585296631,0.7733210921287537,0.7830674052238464
11,4988,0,8,6.385627746582031,0.7693753838539124,0.6951892971992493
12,5042,4,7,6.377847671508789,0.7682639360427856,0.7587150931358337
13,3794,7,7,6.352657318115234,0.7646653056144714,0.8106167912483215
14,2163,0,7,6.244284629821777,0.7491835355758667,0.7819728851318359
15,1660,0,7,6.232332706451416,0.7474761009216309,0.7344052791595459
16,1019,0,8,6.199143409729004,0.7427347898483276,0.706802487373352
17,1081,0,8,6.145354747772217,0.7350506782531738,0.704142689704895
18,3721,1,7,6.0078654289245605,0.7154093384742737,0.7813569903373718
19,4315,8,7,5.968562126159668,0.7097945809364319,0.6691720485687256
20,2418,0,7,5.897679328918457,0.6996684670448303,0.7015799283981323
