P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,516,343,169,128,34,20,111
2,0,534,262,161,86,38,54,186
3,0,470,311,135,151,47,52,154
4,0,463,299,190,118,34,36,181
5,0,446,311,182,143,42,28,168
