beta,lambda_concentration,runs,pyvrp_cost_mean,pyvrp_cost_std,global_risk_mean,global_risk_std,global_cvar90_mean,global_cvar90_std,max_vehicle_risk_mean,max_vehicle_risk_std,max_vehicle_cvar90_mean,max_vehicle_cvar90_std,vehicle_risk_gini_mean,vehicle_risk_gini_std,risk_variance_mean,risk_variance_std,edge_burden_gini_used_mean,edge_burden_gini_used_std,top10_burden_share_mean,top10_burden_share_std,max_edge_burden_mean,max_edge_burden_std,cost_increase_pct,risk_reduction_pct,risk_source,risk_dir,customer_set,run_name
0.0,0.0,10,133998.0,0.6666666666666666,5.512947201703537,0.7252877633539803,0.1626677273007376,0.034918903830206786,1.6279867997915063,0.32797435390717006,0.2775899782590568,0.06515407486052512,0.16788921088577918,0.06574487443831893,0.1352738541042177,0.0967576880259035,0.8715675137457316,0.011078188293411596,0.8879986017639638,0.015477165797665223,0.8796786665916443,0.23940538247520654,0.0,0.0,Stable-Tail-MatrixEns-r020_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho020_splitB_seed3_floor_0p01,A,stable_tail_calibration_pyvrp_10seed__Stable-Tail-MatrixEns-r020_seed3_A_Stable-Tail-MatrixEns-r020_seed3
0.25,0.0,10,141812.6,214.74387845369031,4.047737916889309,0.4808687994195677,0.11633936703362832,0.01576400323827479,1.231043212332588,0.12534616775457041,0.2122355071641505,0.02835040036040106,0.1971950139370674,0.05991631087822814,0.09227024544347043,0.0458651686244054,0.8602849030062641,0.009632335790682454,0.8719903627896833,0.013914580187868151,0.6841821074485779,0.03747695874507324,0.05831878087732657,0.26577604159916546,Stable-Tail-MatrixEns-r020_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho020_splitB_seed3_floor_0p01,A,stable_tail_calibration_pyvrp_10seed__Stable-Tail-MatrixEns-r020_seed3_A_Stable-Tail-MatrixEns-r020_seed3
0.5,0.0,10,147056.4,130.65238017137096,2.8883532587216907,0.1394796562695502,0.08167942686929339,0.002085033079844665,0.953651525764144,0.1213636037224293,0.19984987751891217,0.02298477026645654,0.2374502638863943,0.044595973996327115,0.06570222512544509,0.027906823342642637,0.8341714162226207,0.005269097024163698,0.8315485056416401,0.007425054271433038,0.5788841843605042,0.0,0.09745220077911607,0.47607819319770617,Stable-Tail-MatrixEns-r020_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho020_splitB_seed3_floor_0p01,A,stable_tail_calibration_pyvrp_10seed__Stable-Tail-MatrixEns-r020_seed3_A_Stable-Tail-MatrixEns-r020_seed3
1.0,0.0,10,155209.5,223.45034248252017,1.8490190909265949,0.11528742173177485,0.047589097606515876,0.0043508875597148885,0.5639044029230718,0.05190423791402232,0.07607893124843637,0.007903129507545813,0.23385013134468444,0.03209142495889095,0.02554001795423171,0.006759172283769949,0.7620363119760654,0.009625556646700183,0.7327223454306255,0.014565181787832844,0.2849082350730896,0.0,0.15829713876326512,0.6646042446486881,Stable-Tail-MatrixEns-r020_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho020_splitB_seed3_floor_0p01,A,stable_tail_calibration_pyvrp_10seed__Stable-Tail-MatrixEns-r020_seed3_A_Stable-Tail-MatrixEns-r020_seed3
2.0,0.0,10,166951.7,309.8602014529205,1.6722957438525554,0.0647510302091407,0.04134077096145204,0.003209359055858604,0.5408974475543801,0.04722854080548875,0.06805804111506966,0.008231898045564252,0.25172563133629,0.04562035002827213,0.024448695335361863,0.007152135065449967,0.7478973944721504,0.006601835016914331,0.7095265817105874,0.0115435157490274,0.2849082350730896,0.0,0.24592680487768484,0.6966603011658624,Stable-Tail-MatrixEns-r020_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho020_splitB_seed3_floor_0p01,A,stable_tail_calibration_pyvrp_10seed__Stable-Tail-MatrixEns-r020_seed3_A_Stable-Tail-MatrixEns-r020_seed3
0.0,0.0,10,146930.6,465.2266353318802,5.618258957453145,0.5097559973793817,0.17545008919110036,0.024408927669663544,1.9123315620141512,0.34526318248789967,0.2928223238858794,0.06210156638759516,0.24200431638155306,0.05431123209026392,0.2690945833891841,0.12695555832103098,0.8692717327400118,0.006634479469088904,0.8896059864094245,0.008081615118159186,0.753178209066391,0.21652351133238884,0.0,0.0,Stable-Tail-MatrixEns-r020_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho020_splitB_seed3_floor_0p01,B,stable_tail_calibration_pyvrp_10seed__Stable-Tail-MatrixEns-r020_seed3_B_Stable-Tail-MatrixEns-r020_seed3
0.25,0.0,10,155217.0,267.97885488722176,4.54640024833825,0.19426288089558633,0.11359444381359123,0.004264049973262481,1.6043960978313407,0.23479861814983088,0.24294160821874228,0.059540121821276645,0.2608809413694084,0.025557495555844554,0.20562127879360745,0.05662254779331636,0.8639568176211359,0.002355991343615859,0.8784510811417677,0.005092351869495364,0.6847074627876282,0.0,0.05639669340491357,0.19078129314292,Stable-Tail-MatrixEns-r020_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho020_splitB_seed3_floor_0p01,B,stable_tail_calibration_pyvrp_10seed__Stable-Tail-MatrixEns-r020_seed3_B_Stable-Tail-MatrixEns-r020_seed3
0.5,0.0,10,163051.7,306.7873132245784,3.6811708202469164,0.3507138390740033,0.09319554023426979,0.009520976760706743,1.4307146729181113,0.3199292399932685,0.22753320012359865,0.08787765841124595,0.27407777433345953,0.046318877015831414,0.16837371349215696,0.0940411426332104,0.8505017694975505,0.008834521688016114,0.8531425592361531,0.013511674887302453,0.6099238753318786,0.05160557810727965,0.10971914631805768,0.3447844166449743,Stable-Tail-MatrixEns-r020_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho020_splitB_seed3_floor_0p01,B,stable_tail_calibration_pyvrp_10seed__Stable-Tail-MatrixEns-r020_seed3_B_Stable-Tail-MatrixEns-r020_seed3
1.0,0.0,10,174862.0,496.83531812194406,2.8900950419141735,0.18141543467457028,0.07291936709399405,0.002867356920337696,1.15719601680903,0.11316888335972769,0.15935444057908,0.011194451858842444,0.3013148558107689,0.04699390795499465,0.11156291645143276,0.02760923475680831,0.8381105157035893,0.003710128604979185,0.8248303322477634,0.0076062972460336055,0.5778737664222717,0.0,0.19009927135668128,0.4855888516707337,Stable-Tail-MatrixEns-r020_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho020_splitB_seed3_floor_0p01,B,stable_tail_calibration_pyvrp_10seed__Stable-Tail-MatrixEns-r020_seed3_B_Stable-Tail-MatrixEns-r020_seed3
2.0,0.0,10,192105.7,395.66232797396543,2.1530190908677467,0.10226618356850635,0.053818551972107866,0.0034286980787159114,0.8365405502376234,0.04815444646056519,0.09812106516685278,0.01953296727923686,0.29134810951201773,0.03756185429266086,0.05795992095300504,0.011767838426227343,0.8075130131953945,0.0070246569984087,0.7714601107900386,0.011881092088333973,0.6059538125991821,0.0,0.3074587594415323,0.6167817989215,Stable-Tail-MatrixEns-r020_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho020_splitB_seed3_floor_0p01,B,stable_tail_calibration_pyvrp_10seed__Stable-Tail-MatrixEns-r020_seed3_B_Stable-Tail-MatrixEns-r020_seed3
