P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,831,333,125,150,25,58,8
2,0,762,279,123,113,74,96,82
3,0,682,326,180,124,74,98,46
4,0,654,313,174,157,74,83,74
5,0,683,378,160,94,42,124,48
