P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,808,470,162,28,22,40,0
2,0,650,438,203,92,52,94,0
3,0,631,471,220,82,60,66,0
4,0,654,448,185,121,77,44,0
5,0,584,566,181,57,67,74,0
