P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,297,609,262,63,31,46,13
2,0,481,458,151,60,48,115,8
3,0,374,531,211,91,40,71,2
4,0,418,486,187,60,52,90,28
5,0,270,565,229,110,42,96,8
