P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,366,717,340,28,27,50,2
2,0,543,558,184,83,54,107,0
3,0,400,682,221,82,67,76,2
4,0,374,654,264,72,89,55,21
5,0,345,693,262,60,65,101,3
