P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,515,449,135,88,99,35,0
2,0,542,377,146,90,69,97,0
3,0,463,378,167,130,120,62,0
4,0,461,421,171,62,160,46,0
5,0,422,423,190,106,109,70,0
