P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,241,698,237,47,40,46,12
2,0,359,516,201,60,64,113,8
3,0,272,563,263,82,58,79,3
4,0,268,601,214,59,68,83,28
5,0,238,614,248,64,49,100,7
