P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,401,533,215,63,71,26,12
2,0,515,362,232,52,63,89,8
3,0,402,362,286,103,92,69,6
4,0,365,395,307,67,110,48,29
5,0,357,460,278,60,86,72,7
