P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,829,382,175,54,30,26,34
2,0,785,293,147,131,89,49,35
3,0,751,358,159,123,55,46,38
4,0,769,306,171,115,70,66,32
5,0,710,424,152,80,52,63,48
