P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,600,285,169,88,58,99,21
2,1,754,155,103,64,51,176,17
3,1,737,241,76,82,54,109,20
4,0,716,195,92,71,57,137,53
5,2,626,281,126,73,51,142,19
