method,runs,hop_mean,hop_std,mean_risk_mean,mean_risk_std,max_risk_mean,max_risk_std,cvar80_mean,cvar80_std,cvar90_mean,cvar90_std,re_mean,re_std,hhi_mean,hhi_std,gini_mean,gini_std,total_risk_mean,total_risk_std,hop_increase_pct_mean,hop_increase_pct_std,risk_reduction_pct_mean,risk_reduction_pct_std,cvar90_reduction_pct_mean,cvar90_reduction_pct_std,total_risk_mean_baseline,total_risk_mean_method,total_risk_aggregate_reduction,total_risk_mean_per_od_reduction,total_risk_median_per_od_reduction,total_risk_wilcoxon_p,max_risk_mean_baseline,max_risk_mean_method,max_risk_aggregate_reduction,max_risk_mean_per_od_reduction,max_risk_median_per_od_reduction,max_risk_wilcoxon_p,cvar80_mean_baseline,cvar80_mean_method,cvar80_aggregate_reduction,cvar80_mean_per_od_reduction,cvar80_median_per_od_reduction,cvar80_wilcoxon_p,cvar90_mean_baseline,cvar90_mean_method,cvar90_aggregate_reduction,cvar90_mean_per_od_reduction,cvar90_median_per_od_reduction,cvar90_wilcoxon_p,re_mean_baseline,re_mean_method,re_aggregate_reduction,re_mean_per_od_reduction,re_median_per_od_reduction,re_wilcoxon_p,gini_mean_baseline,gini_mean_method,gini_aggregate_reduction,gini_mean_per_od_reduction,gini_median_per_od_reduction,gini_wilcoxon_p,path_overlap_with_cvar,selected_path_changed_rate,risk_source
CVaR-risk,150,9.973333333333333,2.618844118884448,0.0028205246757362777,0.006493435216036416,0.011985331360677568,0.05022049874618624,0.007661536839829447,0.026132614588837245,0.011036813556695254,0.04934135692390042,0.0015813333640425354,0.006451971684375634,0.1946435470201658,0.13352273785629115,0.40073115110074925,0.1463359539516202,0.026106977369442366,0.055164705634977204,0.10637857512856143,0.11236988962940431,0.5352279147174258,0.4202270692563165,0.5958986369223654,0.4284659370131544,0.1620843315588713,0.026106977369442366,0.8389296663089307,0.5352279147174258,0.7154419146370324,2.301384198721804e-20,0.11655790488759521,0.011985331360677568,0.8971727282406712,0.5874350216100127,0.8623835599681549,2.795419118708521e-20,0.06572660397479517,0.007661536839829447,0.8834332465488263,0.5745283899636543,0.8092029150981896,8.980981325509825e-21,0.10119192221622346,0.011036813556695254,0.8909318716764457,0.5958986369223654,0.8818636020688573,4.198968558525793e-21,0.01725874514905825,0.0015813333640425354,0.9083749512902913,0.6638814434844211,0.9606068076647621,1.6193355229250216e-20,0.610516315735031,0.40073115110074925,0.34361926000514387,0.21489522458945093,0.3368741586858322,3.1407921404998547e-16,1.0,0.0,Stable-Tail-MatrixEns-r040_seed0
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.018713346792716815,0.025727858862534893,0.11655790488759521,0.14897060724616684,0.06572660397479517,0.0958094538565015,0.10119192221622346,0.1378147856638894,0.01725874514905825,0.025586385182741596,0.4732690691588861,0.2799929227076921,0.610516315735031,0.23375250257616076,0.1620843315588713,0.2067434500248982,0.0,0.0,0.0,0.0,0.0,0.0,0.1620843315588713,0.1620843315588713,0.0,0.0,0.0,1.0,0.11655790488759521,0.11655790488759521,0.0,0.0,0.0,1.0,0.06572660397479517,0.06572660397479517,0.0,0.0,0.0,1.0,0.10119192221622346,0.10119192221622346,0.0,0.0,0.0,1.0,0.01725874514905825,0.01725874514905825,0.0,0.0,0.0,1.0,0.610516315735031,0.610516315735031,0.0,0.0,0.0,1.0,0.21333333333333335,0.7866666666666666,Stable-Tail-MatrixEns-r040_seed0
CVaR-risk,150,9.886666666666667,2.6203556976301727,0.003351729027112296,0.0072679156665573785,0.013642521506214204,0.054476205365128066,0.00860682989748764,0.028165512897003232,0.012681048416157458,0.053694614070528154,0.0017494517459555623,0.007250500757152871,0.19054642970838137,0.1370700058816564,0.37909167259728077,0.136398370292738,0.030673153348973237,0.05854240873784121,0.09617660117658873,0.10996789778028708,0.533890134334073,0.43258452599332503,0.5899056540038692,0.44285050138459686,0.20815912421405908,0.030673153348973237,0.8526456456538347,0.533890134334073,0.7546533744636539,2.204272029501144e-19,0.14801304561183012,0.013642521506214204,0.9078289251415036,0.5901467276594722,0.8743742078109049,1.2777229011380544e-19,0.08282958809636895,0.00860682989748764,0.8960899106685158,0.5743877528734445,0.7985150652050332,1.2783902941957056e-19,0.12734520645598726,0.012681048416157458,0.9004198998142842,0.5899056540038692,0.8945662207073475,4.094884850204825e-20,0.021821960375697533,0.0017494517459555623,0.9198306789694428,0.6529359664185512,0.9522197964161091,4.096357955947718e-20,0.6067556757994674,0.37909167259728077,0.3752152839803914,0.25641908864163887,0.3494369875977151,1.0156188689149884e-16,1.0,0.0,Stable-Tail-MatrixEns-r040_seed1
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.02364138206737077,0.02810407144919537,0.14801304561183012,0.16328043148529275,0.08282958809636895,0.10497178070504495,0.12734520645598726,0.1493871782725421,0.021821960375697533,0.02798436361680394,0.48004723982698994,0.29156091903038217,0.6067556757994674,0.23763180456730576,0.20815912421405908,0.2334251827162651,0.0,0.0,0.0,0.0,0.0,0.0,0.20815912421405908,0.20815912421405908,0.0,0.0,0.0,1.0,0.14801304561183012,0.14801304561183012,0.0,0.0,0.0,1.0,0.08282958809636895,0.08282958809636895,0.0,0.0,0.0,1.0,0.12734520645598726,0.12734520645598726,0.0,0.0,0.0,1.0,0.021821960375697533,0.021821960375697533,0.0,0.0,0.0,1.0,0.6067556757994674,0.6067556757994674,0.0,0.0,0.0,1.0,0.25333333333333335,0.7466666666666666,Stable-Tail-MatrixEns-r040_seed1
CVaR-risk,150,9.86,2.6036371049930604,0.0031505286509214882,0.006801834089148321,0.012934661141286294,0.05307423195821919,0.008053389932611026,0.026858719333389514,0.012062840521490823,0.05215442567385336,0.0016433244839776158,0.006797406365726322,0.18724544633942555,0.1418946723505776,0.36219665997709305,0.1421504851797362,0.028883228736266347,0.056225932290015906,0.09366534391533171,0.11259283835985161,0.5469913603918264,0.40844302857009845,0.5997030570428925,0.43451554913148366,0.19223155045889143,0.028883228736266347,0.8497477200378054,0.5469913603918264,0.73803523436394,1.0034917279751604e-19,0.1439148894076546,0.012934661141286294,0.9101228427757909,0.5998804844000994,0.9240016292105157,1.2780262204831837e-19,0.07606352301715459,0.008053389932611026,0.8941228382007907,0.5837902869219673,0.8499499866443614,1.2783902941957056e-19,0.12287385933825537,0.012062840521490823,0.9018274465589522,0.5997030570428925,0.892950070485112,8.746847984597943e-20,0.0200251113014091,0.0016433244839776158,0.9179368114283631,0.6623466300026355,0.9549333844016151,1.8686821759772635e-19,0.6076105532622806,0.36219665997709305,0.40389998489517437,0.2866991207787539,0.4093661533496662,3.135418419672447e-17,1.0,0.0,Stable-Tail-MatrixEns-r040_seed2
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.021743925283208718,0.026715679600357062,0.1439148894076546,0.17452956579768827,0.07606352301715459,0.10069964805348583,0.12287385933825537,0.15289196169079877,0.0200251113014091,0.026608651178024894,0.48112012840419766,0.28674252144560286,0.6076105532622806,0.23646656112337355,0.19223155045889143,0.22415861236418663,0.0,0.0,0.0,0.0,0.0,0.0,0.19223155045889143,0.19223155045889143,0.0,0.0,0.0,1.0,0.1439148894076546,0.1439148894076546,0.0,0.0,0.0,1.0,0.07606352301715459,0.07606352301715459,0.0,0.0,0.0,1.0,0.12287385933825537,0.12287385933825537,0.0,0.0,0.0,1.0,0.0200251113014091,0.0200251113014091,0.0,0.0,0.0,1.0,0.6076105532622806,0.6076105532622806,0.0,0.0,0.0,1.0,0.26666666666666666,0.7333333333333334,Stable-Tail-MatrixEns-r040_seed2
CVaR-risk,150,10.006666666666666,2.5945132262973276,0.0024556532757196137,0.005393289709443962,0.009586439184301222,0.039541294900758424,0.006363547404827033,0.02186446043160851,0.008887031927782422,0.03914184113330253,0.0012417788068652797,0.005389181865632534,0.19077461151829767,0.13249224446612423,0.386622983942508,0.14485172896784357,0.022704947182126768,0.04417322222435742,0.11242908017906539,0.12958925489352377,0.5446507393670816,0.4333361693107674,0.6134816650109496,0.4210562896332276,0.1676985996208532,0.022704947182126768,0.8646086059494559,0.5446507393670816,0.7942980252728158,4.4110387044827494e-20,0.11950702778102519,0.009586439184301222,0.9197834691129093,0.6021458219975112,0.9148086758741792,5.970131336968854e-20,0.06795404330083532,0.006363547404827033,0.9063551321359686,0.5880001194538387,0.8160780444695328,3.859608705644389e-20,0.10390226108811072,0.008887031927782422,0.9144673866032563,0.6134816650109496,0.9093792499105761,4.199138632978078e-21,0.017659267594450436,0.0012417788068652797,0.9296811829169406,0.6722228412228834,0.9699245356597084,1.1063430998601944e-20,0.6120521766665186,0.386622983942508,0.3683169528967612,0.2641489030538495,0.3493760387384649,9.137096599347786e-17,1.0,0.0,Stable-Tail-MatrixEns-r040_seed3
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.019056579724019942,0.02477649244482298,0.11950702778102519,0.14775164419674047,0.06795404330083532,0.09480606112154678,0.10390226108811072,0.1364398795077905,0.017659267594450436,0.024666806585013103,0.4816446294951059,0.2911272942289567,0.6120521766665186,0.23299444801691174,0.1676985996208532,0.2089732188201384,0.0,0.0,0.0,0.0,0.0,0.0,0.1676985996208532,0.1676985996208532,0.0,0.0,0.0,1.0,0.11950702778102519,0.11950702778102519,0.0,0.0,0.0,1.0,0.06795404330083532,0.06795404330083532,0.0,0.0,0.0,1.0,0.10390226108811072,0.10390226108811072,0.0,0.0,0.0,1.0,0.017659267594450436,0.017659267594450436,0.0,0.0,0.0,1.0,0.6120521766665186,0.6120521766665186,0.0,0.0,0.0,1.0,0.21333333333333335,0.7866666666666666,Stable-Tail-MatrixEns-r040_seed3
CVaR-risk,150,9.893333333333333,2.5910187332519694,0.002979157479724642,0.0069848273497617646,0.011419160827839126,0.04931235931832229,0.00776168030189971,0.02809687793606999,0.010727435804567198,0.04883028595837414,0.0015687105205219958,0.006977481455006129,0.1866222801894533,0.1309124649620284,0.3649248288834958,0.14208777215094512,0.027377294205771095,0.05665754658434045,0.09737674362673102,0.10933780630668473,0.5312055221370985,0.423323274280384,0.5922067365027618,0.43619491908599967,0.18064735359632322,0.027377294205771095,0.8484489605765431,0.5312055221370985,0.7587365652781389,9.552498148638765e-20,0.1343719023062537,0.011419160827839126,0.9150182394327635,0.586946270184539,0.9122964353221694,5.981620957965961e-20,0.07248590151016186,0.00776168030189971,0.892921517962986,0.5682551997228872,0.8432852559182225,2.802837240474118e-20,0.11413736139268925,0.010727435804567198,0.9060129332360725,0.5922067365027618,0.8814757439538967,8.98173413768158e-21,0.01913045453577825,0.0015687105205219958,0.9179993074128923,0.6609908839894888,0.9545395368803393,1.3128610014438802e-20,0.5991371824734959,0.3649248288834958,0.3909160713789785,0.2654345500039315,0.3686694237416244,3.3764450192807e-17,1.0,0.0,Stable-Tail-MatrixEns-r040_seed4
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.020717149225429155,0.027037029995239433,0.1343719023062537,0.16709160230460746,0.07248590151016186,0.10329873420358143,0.11413736139268925,0.14734558104770556,0.01913045453577825,0.02694298103894614,0.47645393564919897,0.28621878400660317,0.5991371824734959,0.24360131064985385,0.18064735359632322,0.21836043528467447,0.0,0.0,0.0,0.0,0.0,0.0,0.18064735359632322,0.18064735359632322,0.0,0.0,0.0,1.0,0.1343719023062537,0.1343719023062537,0.0,0.0,0.0,1.0,0.07248590151016186,0.07248590151016186,0.0,0.0,0.0,1.0,0.11413736139268925,0.11413736139268925,0.0,0.0,0.0,1.0,0.01913045453577825,0.01913045453577825,0.0,0.0,0.0,1.0,0.5991371824734959,0.5991371824734959,0.0,0.0,0.0,1.0,0.22666666666666666,0.7733333333333333,Stable-Tail-MatrixEns-r040_seed4
