model,method,model_seed_runs,hop_increase_mean,hop_increase_std,hop_increase_mean_std,total_risk_reduction_mean,total_risk_reduction_std,total_risk_reduction_mean_std,cvar90_reduction_mean,cvar90_reduction_std,cvar90_reduction_mean_std,maxrisk_reduction_mean,maxrisk_reduction_std,maxrisk_reduction_mean_std,re_reduction_mean,re_reduction_std,re_reduction_mean_std
GraphSAGE-TEG-Concat,CVaR-risk,10,0.0951439162689039,0.0028691636746228997,9.514% +/- 0.287%,0.8502862600530351,0.003682700556783001,85.029% +/- 0.368%,0.8985371743021899,0.002897687298666766,89.854% +/- 0.290%,0.9068915586495676,0.0032391353475530013,90.689% +/- 0.324%,0.9177453130903623,0.006511564825477276,91.775% +/- 0.651%
GraphSAGE-TEG-Concat,Hop-shortest,10,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%
SGFormer-TEG-Concat,CVaR-risk,10,0.10142726440225122,0.006456988379979438,10.143% +/- 0.646%,0.8443363842410135,0.01081692867036374,84.434% +/- 1.082%,0.9017667680010834,0.007610762968734362,90.177% +/- 0.761%,0.9109121850329799,0.008168816477419804,91.091% +/- 0.817%,0.9232123097545502,0.008050795919888831,92.321% +/- 0.805%
SGFormer-TEG-Concat,Hop-shortest,10,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%,0.0,0.0,0.000% +/- 0.000%
