P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,831,333,126,149,25,58,8
2,0,763,278,125,111,74,84,94
3,0,689,319,180,124,72,100,46
4,0,659,308,175,156,68,86,77
5,0,689,372,162,92,32,115,67
