P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,55,218,892,289,10,63,3
2,0,78,348,707,236,42,118,0
3,0,60,288,757,289,48,88,0
4,0,52,255,715,308,85,104,10
5,0,139,314,657,258,32,127,2
