rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,3637,8,8,7.794671535491943,0.9706673622131348,0.9546065330505371
2,2794,0,7,7.006755352020264,0.8581079244613647,0.9995795488357544
3,3777,7,7,7.000434398651123,0.8572049140930176,0.9938925504684448
4,3593,0,7,6.999999523162842,0.8571428060531616,0.9999997615814209
5,3484,0,7,6.999998569488525,0.8571426272392273,0.999999463558197
6,3901,0,7,6.99880313873291,0.8569718599319458,0.9996694922447205
7,3477,0,7,6.971378326416016,0.8530540466308594,0.994499146938324
8,3794,7,7,6.914154529571533,0.8448792099952698,0.9310053586959839
9,5157,7,7,6.893600940704346,0.8419429659843445,0.9723919034004211
10,4315,8,8,6.8870849609375,0.8410121202468872,0.820732593536377
11,4627,8,8,6.666621208190918,0.8095173239707947,0.8078392148017883
12,4198,8,8,6.572207927703857,0.7960296869277954,0.752748966217041
13,4370,6,7,6.208432197570801,0.7440617680549622,0.7563592195510864
14,4485,7,7,6.092090129852295,0.7274414300918579,0.8434780240058899
15,3929,0,7,5.992980480194092,0.7132829427719116,0.6813799142837524
16,4436,8,8,5.98207950592041,0.711725652217865,0.6731891632080078
17,3756,6,6,5.872104644775391,0.696014940738678,0.9466876983642578
18,3458,7,7,5.809553146362305,0.6870790123939514,0.7586561441421509
19,5150,7,7,5.803792953491211,0.6862561106681824,0.6920034885406494
20,4437,0,8,5.722429275512695,0.674632728099823,0.6502913236618042
