rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,3475,8,8,7.209487438201904,0.8870696425437927,0.8895901441574097
2,3439,0,7,7.01676082611084,0.8595372438430786,0.9294967651367188
3,3335,7,7,7.00475549697876,0.8578222393989563,0.9973971247673035
4,3375,0,7,6.999961853027344,0.8571373820304871,0.9999855756759644
5,3367,0,7,6.999592304229736,0.8570846319198608,0.9997903108596802
6,3208,7,7,6.997010707855225,0.8567157983779907,0.9991114139556885
7,3721,8,8,6.966437339782715,0.8523482084274292,0.8382337689399719
8,3250,0,7,6.964079856872559,0.8520113825798035,0.9934741258621216
9,2795,0,7,6.880242347717285,0.8400346040725708,0.9575567245483398
10,3410,7,7,6.868999004364014,0.8384284377098083,0.962847113609314
11,3448,7,7,6.809197902679443,0.8298854231834412,0.9173790812492371
12,4091,7,7,6.702868461608887,0.8146954774856567,0.9426381587982178
13,3100,0,7,6.6893134117126465,0.8127590417861938,0.9386894702911377
14,3300,7,7,6.630422592163086,0.8043460845947266,0.9336442947387695
15,3086,7,7,6.267144203186035,0.7524491548538208,0.8075289726257324
16,4058,8,7,5.9890546798706055,0.71272212266922,0.7110247611999512
17,3136,6,7,5.987182140350342,0.712454617023468,0.8176188468933105
18,3117,5,7,5.979607105255127,0.711372435092926,0.661040723323822
19,3421,5,8,5.904648780822754,0.7006641030311584,0.5936243534088135
20,3901,7,7,5.876771450042725,0.6966816186904907,0.7211426496505737
