node_id,label,pred_label,S_i,S_i_norm,P_high,sigma,sigma_norm,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
0,0,1,1.9420832395553589,0.13458332419395447,0.08346080780029297,1.233668327331543,0.4368351101875305,0.654516339302063,0.1409384161233902,0.07970350980758667,0.017420625314116478,0.0239602942019701,0.03883040323853493,0.012930034659802914,0.031700365245342255
1,0,1,2.45216703414917,0.2074524313211441,0.15146806836128235,1.2364931106567383,0.4379066228866577,0.548606276512146,0.1338355988264084,0.08570145070552826,0.038054611533880234,0.042334068566560745,0.08309011906385422,0.030667781829833984,0.037710171192884445
2,0,1,3.027578353881836,0.28965404629707336,0.20516274869441986,1.117272138595581,0.3926820158958435,0.39442771673202515,0.1383281648159027,0.13561120629310608,0.07558581978082657,0.05088432878255844,0.09867242723703384,0.051061492413282394,0.05542882904410362
3,0,1,1.5628262758255005,0.08040375262498856,0.0039407419972121716,1.6091018915176392,0.579249918460846,0.5676162242889404,0.3320454955101013,0.08391936123371124,0.01229883637279272,0.00017933399067260325,0.00039510580245405436,0.0014669247902929783,0.0020787115208804607
4,0,1,1.7436749935150146,0.10623928159475327,0.02565711736679077,1.095805048942566,0.38453882932662964,0.5549405217170715,0.29566851258277893,0.09625320881605148,0.015904957428574562,0.011575712822377682,0.0029591659549623728,0.012199176475405693,0.010498776100575924
5,0,1,1.359203577041626,0.05131479725241661,0.011201728135347366,1.4319260120391846,0.5120410323143005,0.7295144200325012,0.23526430130004883,0.018838759511709213,0.004327682312577963,0.0008530973573215306,0.0035043598618358374,0.0015370403416454792,0.006160328164696693
6,0,1,2.3101301193237305,0.18716144561767578,0.11582149565219879,1.5100041627883911,0.5416587591171265,0.5552750825881958,0.12888103723526,0.10854383558034897,0.0686023086309433,0.022876253351569176,0.04307787865400314,0.05774536356329918,0.014998260885477066
7,0,1,2.505547285079956,0.2150781899690628,0.11814472824335098,1.1780312061309814,0.4157300293445587,0.45652833580970764,0.1707761138677597,0.16525855660438538,0.04839988797903061,0.0408923476934433,0.05565371364355087,0.02022063545882702,0.04227037727832794
8,0,1,1.0093464851379395,0.0013352121459320188,4.176382935838774e-05,0.9095055460929871,0.31386902928352356,0.9950041174888611,0.0008332631550729275,0.004104350693523884,1.3044494153291453e-05,3.384199089850881e-06,2.0123923604842275e-05,1.460454228663366e-07,2.1493859094334766e-05
9,0,1,1.1526416540145874,0.02180595137178898,0.0075232116505503654,2.271620035171509,0.830565869808197,0.9241471886634827,0.030826417729258537,0.034211307764053345,0.0012355656363070011,0.002056251047179103,0.005179565399885178,0.0008423901163041592,0.001501255901530385
10,0,1,1.5980968475341797,0.08544240891933441,0.05919291824102402,1.305761456489563,0.4641824960708618,0.7583972215652466,0.11839528381824493,0.03813841566443443,0.015625087544322014,0.010251088067889214,0.045783963054418564,0.007237332407385111,0.006171619985252619
11,0,1,1.1867437362670898,0.026677677407860756,0.013119937852025032,1.9416333436965942,0.7053905725479126,0.918796181678772,0.03430413454771042,0.028659362345933914,0.0019893785938620567,0.0031310259364545345,0.006653649266809225,0.0019036609446629882,0.00456262705847621
12,0,1,1.2285256385803223,0.03264651820063591,0.01652439683675766,1.2178856134414673,0.4308481812477112,0.901057243347168,0.048736024647951126,0.02482420764863491,0.0035329547245055437,0.005325216334313154,0.007400547154247761,0.002628263318911195,0.006495585665106773
13,0,1,1.346358060836792,0.04947972297668457,0.030378464609384537,1.6814557313919067,0.6066962480545044,0.8561227917671204,0.07690026611089706,0.020447546616196632,0.010102802887558937,0.00604817783460021,0.01700686477124691,0.004574076738208532,0.008797521702945232
14,0,1,1.4844491481781006,0.06920702010393143,0.044845327734947205,1.4232208728790283,0.5087388753890991,0.8096379041671753,0.08957885950803757,0.0323198027908802,0.009329274296760559,0.014288865029811859,0.031178535893559456,0.006472832523286343,0.007193959783762693
15,0,1,1.7052974700927734,0.10075677931308746,0.06941542029380798,1.3604706525802612,0.48493558168411255,0.7696348428726196,0.07063209265470505,0.05340120941400528,0.014380652457475662,0.022535793483257294,0.03871564567089081,0.013898736797273159,0.016801033169031143
16,0,1,1.1460713148117065,0.020867330953478813,0.005411304067820311,1.5880776643753052,0.5712747573852539,0.9171290397644043,0.057970765978097916,0.006302899681031704,0.0087207006290555,0.0044653089717030525,0.0019340110011398792,0.0025396288838237524,0.0009376642992720008
17,0,1,1.2558345794677734,0.03654779866337776,0.023324046283960342,1.6064894199371338,0.5782589316368103,0.8952807784080505,0.05572539567947388,0.01505621150135994,0.004960288293659687,0.005653337575495243,0.011971796862781048,0.006822267547249794,0.004529982339590788
18,0,1,1.9239121675491333,0.13198745250701904,0.08892860263586044,1.3766236305236816,0.4910629689693451,0.681571900844574,0.08960765600204468,0.09799464792013168,0.030470451340079308,0.011426781304180622,0.04611554741859436,0.029072482138872147,0.01374057773500681
19,0,1,1.1499626636505127,0.021423237398266792,0.01079372875392437,1.8002811670303345,0.651770830154419,0.9302959442138672,0.03952326998114586,0.012588649056851864,0.003127821022644639,0.0036705192178487778,0.006001179572194815,0.002357054967433214,0.0024354944471269846
20,0,1,1.017193078994751,0.0024561542086303234,0.0006194335292093456,1.3945807218551636,0.4978747069835663,0.9887267351150513,0.008061145432293415,0.0023650939110666513,9.792805940378457e-05,0.00012950478412676603,0.00034595656325109303,5.4056461522122845e-05,0.00021942051535006613
21,0,1,1.0759286880493164,0.010846955701708794,0.002255575265735388,1.405307650566101,0.5019437670707703,0.9454513788223267,0.04218785837292671,0.009469049982726574,0.0004171850741840899,0.00021896469115745276,0.0014973207144066691,0.00011904359416803345,0.0006392108625732362
22,0,1,1.2113782167434692,0.030196888372302055,0.012547392398118973,1.2937467098236084,0.45962488651275635,0.876305878162384,0.09267953783273697,0.014296973124146461,0.0023339311592280865,0.0018362622940912843,0.005097290966659784,0.0018793096533045173,0.005570792127400637
23,0,1,1.5834646224975586,0.08335208892822266,0.04024011641740799,1.1885932683944702,0.4197365939617157,0.7348946928977966,0.13979148864746094,0.04532388970255852,0.03349548205733299,0.006254415959119797,0.022526105865836143,0.009107323363423347,0.00860668532550335
24,0,1,1.0260052680969238,0.003715038299560547,0.000370410387404263,2.7182817459106445,1.0,0.9861284494400024,0.0044341618195176125,0.008461620658636093,4.8500784032512456e-05,0.0005567703046835959,0.00013766344636678696,4.212149724480696e-05,0.0001906254474306479
25,0,1,1.2005696296691895,0.028652803972363472,0.01260884664952755,1.7514961957931519,0.6332650184631348,0.8918713331222534,0.064662866294384,0.026498300954699516,0.0037204441614449024,0.0006382054416462779,0.008714154362678528,0.0016376489074900746,0.0022570432629436255
26,0,1,1.1170735359191895,0.01672479137778282,0.0029242667369544506,1.3024168014526367,0.46291375160217285,0.9036577343940735,0.08890369534492493,0.003338454756885767,0.0007495923200622201,0.0004262468428350985,0.0013277606340125203,0.00027510698419064283,0.0013213991187512875
27,0,1,1.5040035247802734,0.07200050354003906,0.037595681846141815,1.2950390577316284,0.46011513471603394,0.774416983127594,0.11761308461427689,0.04977494105696678,0.0101821543648839,0.010417078621685505,0.020154016092419624,0.008235940709710121,0.00920572504401207
28,0,1,1.449152946472168,0.06416470557451248,0.041546616703271866,1.9304172992706299,0.7011359333992004,0.8606943488121033,0.05340481549501419,0.016790008172392845,0.005477431695908308,0.0220866110175848,0.005881141405552626,0.021674489602446556,0.013990986160933971
29,0,1,2.7598094940185547,0.2514013648033142,0.18802639842033386,1.4571014642715454,0.5215909481048584,0.5149776339530945,0.12106803804636002,0.07707022875547409,0.04578602313995361,0.053071580827236176,0.05949736386537552,0.06223350390791893,0.06629553437232971
30,0,1,1.6914284229278564,0.09877549111843109,0.0681740939617157,1.2581583261489868,0.44612500071525574,0.7421707510948181,0.12148608267307281,0.04378775134682655,0.020586388185620308,0.0037949485704302788,0.03066064976155758,0.010469464585185051,0.02704397775232792
31,0,1,2.91119122505188,0.27302733063697815,0.1001235693693161,2.315627098083496,0.8472592830657959,0.4650900065898895,0.03449133411049843,0.15087315440177917,0.019686220213770866,0.22973567247390747,0.0288466177880764,0.04621947184205055,0.025057483464479446
32,0,1,1.983935832977295,0.1405622661113739,0.08468528091907501,1.1622931957244873,0.409760057926178,0.6267144680023193,0.16318435966968536,0.08191051334142685,0.023820891976356506,0.019684523344039917,0.03567345812916756,0.014720398001372814,0.03429142385721207
33,0,1,1.1681981086730957,0.024028301239013672,0.019307957962155342,2.274549961090088,0.8316773176193237,0.9605191946029663,0.004793066997081041,0.008234318345785141,0.002639438258484006,0.004505986347794533,0.003463403321802616,0.007234796416014433,0.00860975868999958
34,0,1,1.6160712242126465,0.08801017701625824,0.045827336609363556,1.2230223417282104,0.4327967166900635,0.7165717482566833,0.16416791081428528,0.0451345294713974,0.015676042065024376,0.012622484937310219,0.022997573018074036,0.010680090636014938,0.012149673886597157
35,0,1,1.4003071784973145,0.05718674138188362,0.041853658854961395,0.960755467414856,0.3333098888397217,0.8688269257545471,0.05172574892640114,0.025119837373495102,0.008801517076790333,0.0036724223755300045,0.014680306427180767,0.006367640104144812,0.020805710926651955
36,0,1,1.8522312641143799,0.12174732238054276,0.06165693700313568,1.211029291152954,0.428247332572937,0.5895501971244812,0.27157458662986755,0.029553474858403206,0.03471246361732483,0.012952292338013649,0.026365604251623154,0.013264094479382038,0.022027239203453064
37,0,1,1.0018047094345093,0.00025781564181670547,9.350181062472984e-05,1.2075574398040771,0.42693033814430237,0.9988793730735779,0.0008893630583770573,0.00012638811313081533,2.287794359290274e-06,9.026527550304309e-06,1.6986105038085952e-05,9.106328775487782e-07,7.560507219750434e-05
38,0,1,1.07835853099823,0.011194075457751751,0.0010626105358824134,0.9823192358016968,0.3414897620677948,0.9421128630638123,0.04210943728685379,0.014092300087213516,0.0005587180494330823,6.411875801859424e-05,0.00060694181593135,9.2477654106915e-05,0.00036319103674031794
39,0,1,1.0096948146820068,0.0013849735260009766,0.00033786901622079313,1.2261722087860107,0.43399155139923096,0.9944339394569397,0.0031387098133563995,0.0020691861864179373,7.249643658724381e-06,1.299817449762486e-05,7.118771918612765e-06,6.833616680523846e-06,0.000323916639899835
40,0,1,1.6008092164993286,0.08582989126443863,0.03679928183555603,1.2347429990768433,0.4372427463531494,0.7452914118766785,0.07763335853815079,0.12248960137367249,0.011045229621231556,0.006741177756339312,0.014424871653318405,0.010649021714925766,0.01172538660466671
41,0,1,1.7924911975860596,0.11321302503347397,0.07550835609436035,1.2476156949996948,0.4421258270740509,0.71825110912323,0.10251349955797195,0.06325014680624008,0.021475039422512054,0.019001811742782593,0.04509531706571579,0.015322732739150524,0.01509030256420374
42,0,1,1.8098957538604736,0.1156993955373764,0.05289331451058388,1.22202467918396,0.43241825699806213,0.6500080823898315,0.1405554711818695,0.12083851546049118,0.017065808176994324,0.018638815730810165,0.029496734961867332,0.009349106810986996,0.014047473669052124
43,0,1,1.8717197179794312,0.12453138828277588,0.07402163743972778,1.3959482908248901,0.4983934760093689,0.6364876627922058,0.17615647614002228,0.07565286010503769,0.025140417739748955,0.012540877796709538,0.04467424750328064,0.010130172595381737,0.019217215478420258
44,0,1,1.292829155921936,0.04183273762464523,0.019909478724002838,1.066499948501587,0.37342238426208496,0.8370922803878784,0.12184334546327591,0.012442336417734623,0.006794934161007404,0.0019175425404682755,0.008655373007059097,0.0040093823336064816,0.007244722917675972
45,0,1,1.8981208801269531,0.12830297648906708,0.07630410045385361,1.282271146774292,0.45527181029319763,0.6730189919471741,0.11084411293268204,0.08908241242170334,0.027766257524490356,0.022984279319643974,0.04017388075590134,0.01990494504570961,0.01622527651488781
46,0,1,1.272599458694458,0.03894278034567833,0.016274619847536087,1.6639211177825928,0.6000447869300842,0.861463189125061,0.07870286703109741,0.03591752424836159,0.0043197618797421455,0.0033221517223864794,0.007725943345576525,0.0026567711029201746,0.005891904234886169
47,0,1,1.3214186429977417,0.04591694846749306,0.014373857527971268,1.3893381357192993,0.4958859980106354,0.7950586080551147,0.15909484028816223,0.021515246480703354,0.00634418148547411,0.0036131562665104866,0.006457594223320484,0.001893589156679809,0.006022674031555653
48,0,1,1.0608432292938232,0.00869189016520977,0.005039045587182045,1.38093900680542,0.49269992113113403,0.9752697348594666,0.01099986769258976,0.00780525291338563,0.00046262654359452426,0.0004235010710544884,0.0017139955889433622,0.000694377114996314,0.0026306728832423687
49,0,1,1.4115746021270752,0.05879637226462364,0.012587176635861397,0.9578342437744141,0.33220174908638,0.704316258430481,0.2370171695947647,0.034771133214235306,0.00977677945047617,0.0015315654454752803,0.008875470608472824,0.000800876587163657,0.0029108289163559675
50,0,1,2.2942752838134766,0.18489646911621094,0.123466357588768,1.199171543121338,0.42374929785728455,0.5643548965454102,0.13735327124595642,0.0961809903383255,0.04239027202129364,0.03625430166721344,0.07282361388206482,0.02624552883207798,0.024397214874625206
51,0,1,1.8399791717529297,0.11999702453613281,0.08601135015487671,1.511191964149475,0.5421093702316284,0.7033401131629944,0.14472684264183044,0.040589701384305954,0.009928621351718903,0.01540344301611185,0.03160391002893448,0.016198311001062393,0.03820912539958954
52,0,1,1.8823858499526978,0.12605512142181396,0.07116879522800446,1.1417502164840698,0.4019674062728882,0.6728479862213135,0.1180998831987381,0.09008214622735977,0.021981336176395416,0.02582000009715557,0.03404650464653969,0.015191072598099709,0.02193121798336506
53,0,1,1.0165705680847168,0.0023672240786254406,0.00024720822693780065,1.7264584302902222,0.6237673163414001,0.987616240978241,0.009237430058419704,0.0028023275081068277,6.374966324074194e-05,3.309551175334491e-05,0.0001516064949100837,2.2342816009768285e-05,7.325892511289567e-05
54,0,1,1.0009220838546753,0.00013172626495361328,4.099684883840382e-05,2.2989211082458496,0.8409221172332764,0.9993921518325806,0.000497610482852906,4.2694678995758295e-05,4.404241281008581e-06,2.2174246623762883e-05,2.3142823920352384e-05,3.5183329600840807e-06,1.4335691957967356e-05
55,0,1,1.5400400161743164,0.07714857161045074,0.05181380361318588,1.367808222770691,0.48771896958351135,0.8049031496047974,0.07114370167255402,0.04962944984436035,0.015378057025372982,0.007131821475923061,0.029040733352303505,0.009639199823141098,0.013133869506418705
56,0,1,2.015401840209961,0.14505741000175476,0.08512303233146667,1.5722479820251465,0.5652700066566467,0.5825541019439697,0.1941123902797699,0.09042582660913467,0.021698255091905594,0.026086384430527687,0.05486738309264183,0.015128783881664276,0.015126869082450867
57,0,1,1.2803927659988403,0.04005610942840576,0.02661346085369587,1.9695123434066772,0.715965986251831,0.9070243239402771,0.014440714381635189,0.041021883487701416,0.006975798401981592,0.003923742566257715,0.017197662964463234,0.004612878430634737,0.0048029194585978985
58,0,1,1.2015608549118042,0.028794407844543457,0.014126221649348736,1.7695221900939941,0.6401028633117676,0.9106658697128296,0.04188205674290657,0.026581214740872383,0.0022448119707405567,0.004499751143157482,0.007318857125937939,0.0024627731181681156,0.004344590939581394
59,0,1,1.0611729621887207,0.008738994598388672,0.004509084392338991,2.1619651317596436,0.7889699935913086,0.9718623161315918,0.017509158700704575,0.0034954925067722797,0.0008521275594830513,0.0017719538882374763,0.001431317999958992,0.0016725267050787807,0.0014052396873012185
60,0,1,1.4185887575149536,0.05979839339852333,0.04269970953464508,1.4482777118682861,0.5182437896728516,0.8647421598434448,0.03396972641348839,0.038727253675460815,0.009677206166088581,0.010183896869421005,0.024440040811896324,0.012620571069419384,0.005639098584651947
