P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,284,674,302,23,27,11,0
2,0,388,526,269,37,35,66,0
3,0,280,592,300,58,47,43,0
4,0,261,604,305,50,74,27,0
5,0,228,605,345,51,64,27,0
