rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,2412,0,8,7.615254878997803,0.9450364112854004,0.9866709113121033
2,2795,0,7,7.399242401123047,0.9141774773597717,0.9998030662536621
3,3475,8,8,7.180585861206055,0.8829408288002014,0.9299548864364624
4,3439,0,8,7.126601696014404,0.8752288222312927,0.9070219993591309
5,3487,8,7,7.041421413421631,0.8630601763725281,0.917448103427887
6,3367,0,7,6.999995708465576,0.8571422696113586,0.9999993443489075
7,3208,7,7,6.99998140335083,0.8571401834487915,0.9999958872795105
8,3335,7,7,6.999503135681152,0.8570718765258789,0.9998363852500916
9,3100,0,7,6.989832878112793,0.8556904196739197,0.9979234933853149
10,3300,7,7,6.982422351837158,0.854631781578064,0.9964684844017029
11,3198,7,7,6.918211936950684,0.8454588651657104,0.9827126860618591
12,4636,0,8,6.894504070281982,0.8420720100402832,0.8829986453056335
13,3448,7,7,6.880262851715088,0.8400375247001648,0.9751836657524109
14,4058,8,8,6.869518756866455,0.8385027050971985,0.837965726852417
15,3721,8,8,6.861379623413086,0.8373399376869202,0.8248430490493774
16,878,0,7,6.8551716804504395,0.8364530801773071,0.9313263893127441
17,3410,7,7,6.775793075561523,0.8251132965087891,0.9406588077545166
18,3537,8,8,6.7600507736206055,0.8228644132614136,0.8390916585922241
19,3497,7,7,6.753570079803467,0.8219385743141174,0.9464438557624817
20,4091,7,7,6.732470989227295,0.8189244270324707,0.9455956220626831
