P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,571,410,183,38,29,16,74
2,0,575,295,165,72,37,42,135
3,0,521,355,200,66,45,66,67
4,0,528,332,209,50,50,66,86
5,0,482,425,197,34,32,46,104
