model,seed,customer_set,avg_risk_at_b,common_aubrc,cvar90_aubrc,cvar95_aubrc,load_cvar90_aubrc,max_vehicle_cvar90_aubrc
GAT,0,A,3.5484325486944464,1.0418704466226336,0.025862204661730514,0.04233846423626356,0.016128223772461696,0.04734543775723207
GAT,0,B,5.389294380463503,1.608555028263424,0.040332195474144884,0.07747568863378226,0.02270971886543084,0.07372234335147204
GAT,1,A,3.6668121582142246,1.0813833851847805,0.02667375162624552,0.044432015770321166,0.01628879876977357,0.04566952121904373
GAT,1,B,5.189708174367739,1.5316562957621804,0.038078282332595546,0.07646770204440685,0.02251773772133375,0.06926938901757827
GAT,2,A,3.6574555539960816,1.063789527960429,0.026884216067134974,0.04588603228053237,0.016233283083551923,0.04590519403438356
GAT,2,B,5.6915395134019136,1.7019650463061302,0.043357710372009306,0.0843368852239737,0.023786253901694646,0.08083941204854929
GAT,3,A,3.589777360405661,1.0382337534401611,0.026289103654146558,0.044526935722012856,0.016502530373079107,0.046618340520833315
GAT,3,B,5.025145132027312,1.4975810039793986,0.03709158689958688,0.07116344118775994,0.0207902706575352,0.06321184280504842
GAT,4,A,3.69292869890967,1.065649903817686,0.026758440524626094,0.04430783466777742,0.016006132546214788,0.04609905698249409
GAT,4,B,5.546745851954101,1.6423784678843727,0.04311381599652031,0.08242235991596515,0.025065461419469418,0.07781650236751385
GAT,5,A,3.566956900761933,1.0436794627137425,0.025904579941784443,0.04143561758008768,0.01613386586888982,0.050948805823056345
GAT,5,B,5.465574547278335,1.6423761939916817,0.040593220265142664,0.0800447463222804,0.024070653347555836,0.0836119369775749
GAT,6,A,3.2976187738934106,0.9607239137320309,0.023640101551310275,0.03722403269580145,0.014254857170637245,0.04012156143562732
GAT,6,B,5.549389467540936,1.6567083464821069,0.041557199500530405,0.08206048229372205,0.023454853315600988,0.07701656856166936
GAT,7,A,3.6097641631324713,1.0543082076955295,0.026170068832976928,0.04334711150176233,0.015826148570756815,0.04668330114059725
GAT,7,B,5.223010329221711,1.555279570429236,0.03965407424459294,0.07837923042710666,0.02292360338767046,0.07000834112844026
GAT,8,A,3.5549520274099087,1.0444720855769467,0.026427366992630888,0.04769862546471442,0.016752301599921873,0.04743420680141066
GAT,8,B,4.848191305732931,1.4401577579410754,0.03567412931348967,0.06877114390818824,0.0204883429596293,0.062264932983057006
GAT,9,A,3.669832252386938,1.071867974085387,0.026324114747163885,0.043075921420482784,0.015960478633554303,0.049476031910159535
GAT,9,B,5.276450336312783,1.58113582670649,0.040238257832167314,0.07969001461848953,0.02324252648706938,0.06802408173735748
GCN,0,A,3.4741936352362313,1.01119850438614,0.025405693765506,0.0409665200369934,0.014946064833218671,0.04751230433289051
GCN,0,B,4.838991914970712,1.4335766653838418,0.034318727378048836,0.06860126331532239,0.020612633361349685,0.062013311885780395
GCN,1,A,3.324264029942899,0.9661907820948785,0.02333736219717175,0.03907729911565569,0.014464415706986918,0.042845934678501785
GCN,1,B,4.629197848794304,1.3604004118472202,0.032756823591269905,0.06257209144996724,0.018853518772761743,0.06324839380922462
GCN,2,A,3.5735396745303434,1.038992846882257,0.02557269173501742,0.043211014468269526,0.015882955445143884,0.05189814964641975
GCN,2,B,5.026001069820228,1.5097772586009068,0.03867697051341267,0.07509089226169359,0.02114354635278684,0.06567860972884677
GCN,3,A,3.444026622283322,0.994250290878226,0.02470005746893371,0.04012657585159133,0.015584811207004865,0.040797315602170835
GCN,3,B,4.960823001152217,1.4821066562587062,0.03780890614444305,0.07340930695842737,0.021179875053983364,0.06709014849277753
GCN,4,A,3.6412563326663054,1.081339190764749,0.026918226199002488,0.04521620236741451,0.0161557963471672,0.049902763430502727
GCN,4,B,5.211911933771806,1.5720933570129079,0.04030164343645843,0.07826138489624007,0.02250640822763142,0.0683438388796459
GCN,5,A,3.481888710810649,1.0034718053612544,0.02407979424215795,0.04031331558629975,0.01505296681023187,0.04437163509752518
