model,seed,customer_set,budget,risk20_or_risk_at_b,cvar90,cvar95,load_cvar90,max_vehicle_cvar90,selected_beta,cost_increase,source_file
GAT,0,B,0.25,5.067849130345806,0.137041784541205,0.25409382168752903,0.06410906813298267,0.2078071711455896,1.0,0.21137207351835707,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,0,B,0.3,5.067849130345806,0.137041784541205,0.25409382168752903,0.06410906813298267,0.2078071711455896,1.0,0.21137207351835707,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,0,B,0.35,3.7877833731548156,0.08630023555549192,0.14861384263780128,0.04479472039790706,0.13972203743395417,2.0,0.34397127450034176,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,0,B,0.4,3.7877833731548156,0.08630023555549192,0.14861384263780128,0.04479472039790706,0.13972203743395417,2.0,0.34397127450034176,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,1,A,0.1,5.074443169922972,0.14811661036788584,0.2820662217385899,0.08407846584899967,0.262194642281819,0.5,0.0939724504623957,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,1,A,0.15,5.074443169922972,0.14811661036788584,0.2820662217385899,0.08407846584899967,0.262194642281819,0.5,0.0939724504623957,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,1,A,0.2,3.496432216913825,0.07509637062994245,0.14153599265711855,0.053486620759551115,0.1313707329055804,1.0,0.1522769328985052,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,1,A,0.25,3.005591637684951,0.06748678466946834,0.09257285432611997,0.04176333024640595,0.11106506515787591,2.0,0.23921355914043313,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,1,A,0.3,3.005591637684951,0.06748678466946834,0.09257285432611997,0.04176333024640595,0.11106506515787591,2.0,0.23921355914043313,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,1,A,0.35,3.005591637684951,0.06748678466946834,0.09257285432611997,0.04176333024640595,0.11106506515787591,2.0,0.23921355914043313,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,1,A,0.4,3.005591637684951,0.06748678466946834,0.09257285432611997,0.04176333024640595,0.11106506515787591,2.0,0.23921355914043313,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,1,B,0.1,7.1742352488032095,0.17390726420351038,0.360236071647256,0.10639277939581737,0.34777090038561886,0.25,0.055007435728250245,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,1,B,0.15,5.992072385691978,0.15074231765869733,0.2958348190568305,0.09500397616289905,0.269241806607572,0.5,0.10583757222964012,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,1,B,0.2,5.257683750252617,0.1379669385506008,0.2605944268293355,0.0741972926987338,0.23697226021563914,1.0,0.17943263325143738,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,1,B,0.25,5.257683750252617,0.1379669385506008,0.2605944268293355,0.0741972926987338,0.23697226021563914,1.0,0.17943263325143738,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,1,B,0.3,4.215427361857918,0.09917432791610273,0.21288493293960303,0.06150392126735985,0.18732640124796232,2.0,0.2863219897506978,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,1,B,0.35,4.215427361857918,0.09917432791610273,0.21288493293960303,0.06150392126735985,0.18732640124796232,2.0,0.2863219897506978,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,1,B,0.4,4.215427361857918,0.09917432791610273,0.21288493293960303,0.06150392126735985,0.18732640124796232,2.0,0.2863219897506978,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,2,A,0.1,5.8835042562238336,0.1737809768329134,0.34045872315011827,0.1071769560028514,0.29530321926549064,0.25,0.06341155744689733,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,2,A,0.15,4.6147064521757795,0.12971176117539,0.25421268680782133,0.07584587544391,0.23113901084926597,0.5,0.1096101816349154,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,2,A,0.2,3.3980505128302516,0.08170545906838877,0.13695122988505135,0.049185322685531975,0.12980871948658904,1.0,0.18052704916138387,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,2,A,0.25,3.3980505128302516,0.08170545906838877,0.13695122988505135,0.049185322685531975,0.12980871948658904,1.0,0.18052704916138387,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,2,A,0.3,2.769292381304152,0.06306846144563008,0.08775045498306569,0.03874426514185553,0.1118783284929927,2.0,0.2928017761647694,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,2,A,0.35,2.769292381304152,0.06306846144563008,0.08775045498306569,0.03874426514185553,0.1118783284929927,2.0,0.2928017761647694,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,2,A,0.4,2.769292381304152,0.06306846144563008,0.08775045498306569,0.03874426514185553,0.1118783284929927,2.0,0.2928017761647694,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,2,B,0.1,7.392610054583271,0.17901873296192727,0.36928125620350744,0.10343778186414469,0.3430668074012254,0.25,0.06545043904115123,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,2,B,0.15,6.470127719969139,0.15846149671789023,0.32241646381416067,0.09302316238220287,0.3087172848513723,0.5,0.12475341919721088,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,2,B,0.2,6.470127719969139,0.15846149671789023,0.32241646381416067,0.09302316238220287,0.3087172848513723,0.5,0.12475341919721088,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,2,B,0.25,5.099189939497843,0.13688173363233105,0.25328690543558247,0.07085720282294325,0.25010708581181174,1.0,0.21494987576741373,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,2,B,0.3,5.099189939497843,0.13688173363233105,0.25328690543558247,0.07085720282294325,0.25010708581181174,1.0,0.21494987576741373,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,2,B,0.35,5.099189939497843,0.13688173363233105,0.25328690543558247,0.07085720282294325,0.25010708581181174,1.0,0.21494987576741373,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,2,B,0.4,4.210341280798316,0.10015329325289753,0.19480686488530283,0.05077650773717011,0.15499802026438642,2.0,0.3577735510555524,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,3,A,0.1,6.196649678230696,0.18302371570538006,0.36015141410948565,0.1253026832958108,0.33606030133813874,0.25,0.05813735245574431,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,3,A,0.15,4.547667744326017,0.12730227108126793,0.2523024445015536,0.078888885324604,0.25947455709635076,0.5,0.10393342112005535,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,3,A,0.2,3.3957372053782846,0.08313235833950278,0.12718652121515384,0.050760041419037304,0.14227080033307987,1.0,0.17490064410031522,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,3,A,0.25,3.3957372053782846,0.08313235833950278,0.12718652121515384,0.050760041419037304,0.14227080033307987,1.0,0.17490064410031522,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
GAT,3,A,0.3,2.5308832298421153,0.05628129098798703,0.08151500818146122,0.03479611906039925,0.08812820079403454,2.0,0.27076866014026024,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_model_pyvrp_budget_sweep_10seed\model_pyvrp_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_common_eval_10seed\common_route_summary.csv;D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\paper_all_models_with_gate_load_eval_10seed\load_aware_summary.csv
