rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,4165,4485,5102,0.8551721572875977,0.9999998807907104,6.9862060546875,5,7,35
2,4170,4485,4620,0.8551721572875977,0.9999998807907104,6.9862060546875,5,7,35
3,372,3477,3862,0.8471072316169739,0.9999998807907104,6.929751396179199,5,7,35
4,2373,3477,4202,0.8471072316169739,0.9999998807907104,6.929751396179199,5,7,35
5,451,3477,3873,0.8471072316169739,0.9999998807907104,6.929751396179199,5,7,35
6,3825,4871,5075,0.8281968832015991,0.9999998807907104,6.797379016876221,5,7,35
7,2115,3651,4265,0.8019716143608093,0.9999998807907104,6.613801956176758,5,7,35
8,2111,3651,4815,0.8019716143608093,0.9999998807907104,6.613801956176758,5,7,35
9,2124,3651,4687,0.8019716143608093,0.9999998807907104,6.613801956176758,5,7,35
10,4210,4366,4925,0.796105146408081,0.9999998807907104,6.572736740112305,5,7,35
11,4863,4437,5141,0.7813596129417419,0.9999998807907104,6.469518184661865,5,7,35
12,5219,4437,5171,0.7813596129417419,0.9999998807907104,6.469518184661865,5,7,35
13,5221,4437,4530,0.7813596129417419,0.9999998807907104,6.469518184661865,5,7,35
14,5216,4437,5170,0.7813596129417419,0.9999998807907104,6.469518184661865,5,7,35
15,5218,4437,5169,0.7813596129417419,0.9999998807907104,6.469518184661865,5,7,35
16,2894,4437,4521,0.7813596129417419,0.9999998807907104,6.469518184661865,5,7,35
17,4861,4437,4819,0.7813596129417419,0.9999998807907104,6.469518184661865,5,7,35
18,3029,4339,4437,0.7813596129417419,0.9999998807907104,6.469518184661865,5,7,35
19,6058,3777,4260,0.7344295978546143,0.9999998807907104,6.141007423400879,5,7,35
20,6056,3777,4238,0.7344295978546143,0.9999998807907104,6.141007423400879,5,7,35
