P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,2,590,344,203,133,106,120,32
2,2,630,277,145,141,93,199,42
3,0,656,285,180,127,80,165,37
4,1,591,299,173,161,90,134,80
5,0,602,394,153,125,60,149,46
