P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,2,735,232,111,56,35,115,35
2,1,624,176,102,50,61,246,61
3,2,616,193,106,63,61,235,44
4,1,603,181,88,51,88,234,75
5,2,676,213,106,45,32,193,53
