rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,2794,0,8,7.592746257781982,0.9418209195137024,0.9990951418876648
2,3637,8,8,7.507514953613281,0.9296450018882751,0.9548864960670471
3,5157,7,7,7.253627300262451,0.8933753371238708,0.9772569537162781
4,89,0,8,7.162102699279785,0.8803004026412964,0.919540524482727
5,3609,1,8,7.14566707611084,0.8779524564743042,0.9255335330963135
6,3484,0,7,7.069137096405029,0.8670195937156677,0.9996500611305237
7,4379,8,8,7.058077812194824,0.8654397130012512,0.9082489013671875
8,3777,7,7,7.042280673980713,0.8631829619407654,0.9827640652656555
9,4485,7,7,7.031135559082031,0.8615908026695251,0.9887449741363525
10,3477,0,7,7.028591156005859,0.8612273335456848,0.9996790885925293
11,3593,0,7,7.027316093444824,0.8610451817512512,0.9999945759773254
12,3901,0,7,7.005224227905273,0.8578891754150391,0.9993662238121033
13,2488,0,8,6.929207801818848,0.8470296859741211,0.8565797209739685
14,4403,0,8,6.896868705749512,0.8424097895622253,0.8911402225494385
15,4315,8,8,6.798529148101807,0.8283613324165344,0.8580014705657959
16,5150,7,8,6.7896223068237305,0.8270888924598694,0.8666127920150757
17,3651,7,7,6.77741813659668,0.8253454566001892,0.8978192806243896
18,3955,7,7,6.770273685455322,0.8243247866630554,0.8764994740486145
19,4145,8,8,6.7012481689453125,0.8144640326499939,0.8495273590087891
20,3721,1,7,6.679472923278809,0.8113532662391663,0.9072774052619934
