customer_set,model,beta,lambda_concentration,model_seed_runs,cost_increase_mean,cost_increase_std,cost_increase_mean_std,global_risk_mean,global_risk_std,global_risk_mean_std,risk_reduction_mean,risk_reduction_std,risk_reduction_mean_std,cvar90_mean,cvar90_std,cvar90_mean_std,max_vehicle_risk_mean,max_vehicle_risk_std,max_vehicle_risk_mean_std,edge_burden_gini_mean,edge_burden_gini_std,edge_burden_gini_mean_std,top10_share_mean,top10_share_std,top10_share_mean_std
A,Stable-Tail-EdgeTail-a005,0.0,0.0,10,0.0,0.0,0.000% +/- 0.000%,8.192586996891787,0.8671313614434496,8.192587 +/- 0.867131,0.0,0.0,0.000% +/- 0.000%,0.25702108616824343,0.035550110328333016,0.257021 +/- 0.035550,2.4600843140615143,0.24199886727235864,2.460084 +/- 0.241999,0.8740620435601572,0.005227466359672052,0.874062 +/- 0.005227,0.8939866385581827,0.00681189110513542,89.399% +/- 0.681%
A,Stable-Tail-EdgeTail-a005,0.25,0.0,10,0.0635629466053913,0.004385058664791095,6.356% +/- 0.439%,5.5526723615749685,0.6929938313277707,5.552672 +/- 0.692994,0.32103362398021157,0.058854739014433936,32.103% +/- 5.885%,0.16300532207846186,0.02445503304532427,0.163005 +/- 0.024455,1.7756537350347208,0.19393163028981497,1.775654 +/- 0.193932,0.8600701437385319,0.007100265654657225,0.860070 +/- 0.007100,0.8697136269024797,0.010140863065743843,86.971% +/- 1.014%
A,Stable-Tail-EdgeTail-a005,0.5,0.0,10,0.10903765802927659,0.0070779910596581175,10.904% +/- 0.708%,4.276227143711167,0.5094205263700821,4.276227 +/- 0.509421,0.47806102900323505,0.02513541440786815,47.806% +/- 2.514%,0.12338965551696794,0.017077269534638888,0.123390 +/- 0.017077,1.5522990064354962,0.25141602656107914,1.552299 +/- 0.251416,0.8360615934632838,0.011776677308826913,0.836062 +/- 0.011777,0.8350702640588572,0.012633662040092766,83.507% +/- 1.263%
A,Stable-Tail-EdgeTail-a005,1.0,0.0,10,0.17491686836163517,0.011588381230671154,17.492% +/- 1.159%,2.946579774521415,0.4377603773007141,2.946580 +/- 0.437760,0.6411323531720442,0.027030459204556826,64.113% +/- 2.703%,0.07449050926366109,0.012904450957976526,0.074491 +/- 0.012904,1.0209561497066897,0.19516605374484639,1.020956 +/- 0.195166,0.7878551426372977,0.01774747990758013,0.787855 +/- 0.017747,0.7642373076484449,0.02296811602157376,76.424% +/- 2.297%
A,Stable-Tail-EdgeTail-a005,2.0,0.0,10,0.27698972337742345,0.01990791732533405,27.699% +/- 1.991%,2.371457137009002,0.38582247371584283,2.371457 +/- 0.385822,0.7112265670649074,0.02862313572403553,71.123% +/- 2.862%,0.052116187334170755,0.010702430011402071,0.052116 +/- 0.010702,0.81402926952278,0.19569710288886938,0.814029 +/- 0.195697,0.7526701298725268,0.025045606174476525,0.752670 +/- 0.025046,0.7095942723835388,0.03407550440133744,70.959% +/- 3.408%
A,Stable-Tail-EdgeTail-a010,0.0,0.0,10,0.0,0.0,0.000% +/- 0.000%,8.507886069689157,0.7580168540239074,8.507886 +/- 0.758017,0.0,0.0,0.000% +/- 0.000%,0.27307529339594105,0.029748482028484187,0.273075 +/- 0.029748,2.547654121649539,0.2543334310518761,2.547654 +/- 0.254333,0.8740212613350337,0.006035754983307869,0.874021 +/- 0.006036,0.8926994625991144,0.007413686148485817,89.270% +/- 0.741%
A,Stable-Tail-EdgeTail-a010,0.25,0.0,10,0.06286804557665912,0.004810515187558245,6.287% +/- 0.481%,5.586139378533444,0.6008031807046474,5.586139 +/- 0.600803,0.3436395826082416,0.03475379327218127,34.364% +/- 3.475%,0.16139893175843004,0.021200334817528504,0.161399 +/- 0.021200,1.8087089572756305,0.19931900617292148,1.808709 +/- 0.199319,0.8591185416437576,0.006494326427239967,0.859119 +/- 0.006494,0.8694936928081468,0.008836947590740338,86.949% +/- 0.884%
A,Stable-Tail-EdgeTail-a010,0.5,0.0,10,0.1072939390851401,0.007785850830036079,10.729% +/- 0.779%,4.263285230825058,0.48792547078660325,4.263285 +/- 0.487925,0.4996653063433034,0.02110328036647144,49.967% +/- 2.110%,0.12257940618072821,0.014052689202625947,0.122579 +/- 0.014053,1.4906290763992365,0.1741364022721625,1.490629 +/- 0.174136,0.8371705292729179,0.010565410040555254,0.837171 +/- 0.010565,0.8348192177074444,0.012284662967382008,83.482% +/- 1.228%
A,Stable-Tail-EdgeTail-a010,1.0,0.0,10,0.1719816854247729,0.012456869945257734,17.198% +/- 1.246%,2.96107374987907,0.4248342745534369,2.961074 +/- 0.424834,0.6531892492935328,0.02405242211701137,65.319% +/- 2.405%,0.07485616519395008,0.013096698098406526,0.074856 +/- 0.013097,1.0597501030113563,0.21028455143627264,1.059750 +/- 0.210285,0.7892633817892382,0.017952978526875035,0.789263 +/- 0.017953,0.7661434039800389,0.021993949839406817,76.614% +/- 2.199%
A,Stable-Tail-EdgeTail-a010,2.0,0.0,10,0.2715538693885634,0.022324131444817374,27.155% +/- 2.232%,2.4140377117679055,0.395687513264012,2.414038 +/- 0.395688,0.7174216044937872,0.028557438643764258,71.742% +/- 2.856%,0.05380055630718823,0.012227084021729683,0.053801 +/- 0.012227,0.8176839565726732,0.19020806851289696,0.817684 +/- 0.190208,0.7550575689884698,0.027329955519153685,0.755058 +/- 0.027330,0.71354262250391,0.03717448704448081,71.354% +/- 3.717%
