P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,651,377,155,39,14,72,13
2,0,640,300,125,71,27,150,8
3,0,599,330,188,85,43,72,3
4,0,613,328,152,81,44,74,29
5,0,617,375,143,40,33,104,8
