edge_id,src,dst,w_raw,w_norm,severity,severity_norm,R_ij,P_level,C_level,RiskLevel
3,3391,3395,0.4999999701976776,0.4999999701976776,4.158438682556152,0.4512055218219757,0.22560274600982666,1,5,5
4,3395,4255,0.4999999701976776,0.4999999701976776,4.6939849853515625,0.5277121663093567,0.26385605335235596,1,5,5
9,3401,4246,0.4999999701976776,0.4999999701976776,3.4867911338806152,0.3552558720111847,0.17762792110443115,1,4,4
31,3405,3406,1.0,1.0,4.050409317016602,0.43577274680137634,0.43577274680137634,4,5,20
35,3404,3407,0.4999999701976776,0.4999999701976776,3.8497204780578613,0.40710291266441345,0.20355144143104553,1,4,4
36,3187,3189,1.0,1.0,5.214613914489746,0.602087676525116,0.602087676525116,4,6,24
109,3563,3572,1.0,1.0,3.7276039123535156,0.3896577060222626,0.3896577060222626,4,4,16
110,3562,3563,1.0,1.0,4.020299911499023,0.43147140741348267,0.43147140741348267,4,5,20
113,3562,3572,1.0,1.0,4.020299911499023,0.43147140741348267,0.43147140741348267,4,5,20
114,3464,3562,1.0,1.0,4.020299911499023,0.43147140741348267,0.43147140741348267,4,5,20
162,3198,3485,0.4999999701976776,0.4999999701976776,4.496952056884766,0.49956458806991577,0.2497822791337967,1,5,5
163,3459,3485,0.4999999701976776,0.4999999701976776,4.042462348937988,0.43463748693466187,0.21731872856616974,1,5,5
193,2824,2825,0.4999999701976776,0.4999999701976776,4.0311431884765625,0.4330204427242279,0.21651020646095276,1,5,5
194,2825,3443,0.4999999701976776,0.4999999701976776,4.054901123046875,0.4364144504070282,0.2182072103023529,1,5,5
237,3487,3488,1.0,1.0,5.751621246337891,0.678803026676178,0.678803026676178,4,6,24
245,3473,4353,0.4999999701976776,0.4999999701976776,3.92289400100708,0.4175562858581543,0.20877812802791595,1,4,4
304,3515,3962,0.4999999701976776,0.4999999701976776,2.9715254306793213,0.2816464900970459,0.14082323014736176,1,3,3
351,3232,3351,1.0,1.0,4.5085883140563965,0.5012269020080566,0.5012269020080566,4,5,20
352,3139,3232,0.4999999701976776,0.4999999701976776,2.0468435287475586,0.14954908192157745,0.07477453351020813,1,3,3
353,3139,3351,0.4999999701976776,0.4999999701976776,4.5085883140563965,0.5012269020080566,0.25061342120170593,1,5,5
378,3237,4356,0.4999999701976776,0.4999999701976776,3.5376343727111816,0.36251920461654663,0.18125958740711212,1,4,4
382,3237,4335,1.0,1.0,3.932541847229004,0.41893455386161804,0.41893455386161804,4,4,16
394,3108,3206,1.0,1.0,2.1926732063293457,0.17038188874721527,0.17038188874721527,4,3,12
396,3087,3217,0.4999999701976776,0.4999999701976776,2.9132795333862305,0.273325651884079,0.1366628110408783,1,3,3
414,3464,3559,0.4999999701976776,0.4999999701976776,3.715000629425049,0.38785722851753235,0.19392859935760498,1,4,4
415,3559,3562,0.4999999701976776,0.4999999701976776,4.020299911499023,0.43147140741348267,0.21573568880558014,1,5,5
441,3604,4016,0.4999999701976776,0.4999999701976776,3.792595148086548,0.39894217252731323,0.19947107136249542,1,4,4
450,3250,3955,0.4999999701976776,0.4999999701976776,6.769384860992432,0.8241978287696838,0.41209888458251953,1,7,7
456,3665,3955,0.4999999701976776,0.4999999701976776,2.1304104328155518,0.16148720681667328,0.08074359595775604,1,3,3
477,3211,3377,0.4999999701976776,0.4999999701976776,1.4345992803573608,0.06208560988306999,0.031042803078889847,1,2,2
519,3576,3595,0.4999999701976776,0.4999999701976776,3.0615181922912598,0.2945025861263275,0.14725127816200256,1,4,4
572,3230,3611,0.4999999701976776,0.4999999701976776,4.1119256019592285,0.44456079602241516,0.2222803831100464,1,5,5
573,2838,3611,0.4999999701976776,0.4999999701976776,3.75624942779541,0.3937499225139618,0.1968749463558197,1,4,4
574,2838,3230,0.4999999701976776,0.4999999701976776,4.1119256019592285,0.44456079602241516,0.2222803831100464,1,5,5
584,2840,3214,0.4999999701976776,0.4999999701976776,3.660918712615967,0.38013124465942383,0.19006560742855072,1,4,4
620,3612,4221,0.4999999701976776,0.4999999701976776,4.291515350341797,0.4702164828777313,0.23510822653770447,1,5,5
625,3618,4221,0.4999999701976776,0.4999999701976776,4.116826057434082,0.4452608525753021,0.22263041138648987,1,5,5
682,4370,4371,1.0,1.0,3.766533374786377,0.3952190577983856,0.3952190577983856,4,4,16
700,3633,3646,1.0,1.0,3.5275096893310547,0.3610728085041046,0.3610728085041046,4,4,16
727,3234,3646,1.0,1.0,3.5275096893310547,0.3610728085041046,0.3610728085041046,4,4,16
731,3634,3646,0.4999999701976776,0.4999999701976776,3.5275096893310547,0.3610728085041046,0.1805363893508911,1,4,4
752,3647,3648,0.4999999701976776,0.4999999701976776,2.2361526489257812,0.17659322917461395,0.08829660713672638,1,3,3
755,3234,4176,0.4999999701976776,0.4999999701976776,2.3430683612823486,0.1918669044971466,0.0959334447979927,1,3,3
756,3646,4176,1.0,1.0,3.5275096893310547,0.3610728085041046,0.3610728085041046,4,4,16
757,3646,3647,0.4999999701976776,0.4999999701976776,3.5275096893310547,0.3610728085041046,0.1805363893508911,1,4,4
759,3646,3672,1.0,1.0,3.5275096893310547,0.3610728085041046,0.3610728085041046,4,4,16
763,3646,3648,0.4999999701976776,0.4999999701976776,3.5275096893310547,0.3610728085041046,0.1805363893508911,1,4,4
764,3522,3646,1.0,1.0,3.5275096893310547,0.3610728085041046,0.3610728085041046,4,4,16
765,3522,4176,0.4999999701976776,0.4999999701976776,2.3430683612823486,0.1918669044971466,0.0959334447979927,1,3,3
767,3642,3646,0.4999999701976776,0.4999999701976776,3.5275096893310547,0.3610728085041046,0.1805363893508911,1,4,4
782,3640,3646,0.4999999701976776,0.4999999701976776,3.5275096893310547,0.3610728085041046,0.1805363893508911,1,4,4
784,3641,3646,0.4999999701976776,0.4999999701976776,3.5275096893310547,0.3610728085041046,0.1805363893508911,1,4,4
793,3639,3646,1.0,1.0,3.5275096893310547,0.3610728085041046,0.3610728085041046,4,4,16
815,3105,4373,0.4999999701976776,0.4999999701976776,4.1671857833862305,0.4524551033973694,0.2262275367975235,1,5,5
828,3679,3680,1.0,1.0,2.957991123199463,0.2797130048274994,0.2797130048274994,4,3,12
833,3649,3680,0.4999999701976776,0.4999999701976776,4.648550510406494,0.5212215185165405,0.2606107294559479,1,5,5
834,3649,3679,0.4999999701976776,0.4999999701976776,4.648550510406494,0.5212215185165405,0.2606107294559479,1,5,5
848,3105,3505,0.4999999701976776,0.4999999701976776,4.1671857833862305,0.4524551033973694,0.2262275367975235,1,5,5
849,3505,3523,0.4999999701976776,0.4999999701976776,3.903663158416748,0.4148090183734894,0.2074044942855835,1,4,4
857,3657,4247,0.4999999701976776,0.4999999701976776,1.9886722564697266,0.14123889803886414,0.07061944156885147,1,2,2
860,3414,4247,0.4999999701976776,0.4999999701976776,3.7337026596069336,0.39052894711494446,0.19526445865631104,1,4,4
864,3081,3657,0.4999999701976776,0.4999999701976776,1.0001883506774902,2.6907238861895166e-05,1.3453618521452881e-05,1,2,2
865,3657,3659,0.4999999701976776,0.4999999701976776,1.9949270486831665,0.14213243126869202,0.07106620818376541,1,2,2
887,3244,4001,0.4999999701976776,0.4999999701976776,3.8147313594818115,0.4021044671535492,0.2010522186756134,1,4,4
999,3100,3684,1.0,1.0,6.732863426208496,0.8189805150032043,0.8189805150032043,4,7,28
1001,3100,3771,1.0,1.0,6.732863426208496,0.8189805150032043,0.8189805150032043,4,7,28
1002,3100,3685,1.0,1.0,6.732863426208496,0.8189805150032043,0.8189805150032043,4,7,28
1004,3100,3687,0.4999999701976776,0.4999999701976776,6.732863426208496,0.8189805150032043,0.4094902276992798,1,7,7
1009,3198,3771,1.0,1.0,4.496952056884766,0.49956458806991577,0.49956458806991577,4,5,20
1015,3693,3700,0.4999999701976776,0.4999999701976776,2.383650302886963,0.19766433537006378,0.0988321602344513,1,3,3
1021,4066,4377,0.4999999701976776,0.4999999701976776,4.109169960021973,0.4441671371459961,0.22208355367183685,1,5,5
1037,3497,3685,0.4999999701976776,0.4999999701976776,4.4206085205078125,0.4886583685874939,0.24432916939258575,1,5,5
1039,3497,3913,0.4999999701976776,0.4999999701976776,4.4206085205078125,0.4886583685874939,0.24432916939258575,1,5,5
1048,3198,3693,1.0,1.0,4.496952056884766,0.49956458806991577,0.49956458806991577,4,5,20
1049,3685,3693,0.4999999701976776,0.4999999701976776,1.9282599687576294,0.132608562707901,0.0663042739033699,1,2,2
1057,3198,3698,0.4999999701976776,0.4999999701976776,4.496952056884766,0.49956458806991577,0.2497822791337967,1,5,5
1063,3100,3701,0.4999999701976776,0.4999999701976776,6.732863426208496,0.8189805150032043,0.4094902276992798,1,7,7
1065,3100,3683,0.4999999701976776,0.4999999701976776,6.732863426208496,0.8189805150032043,0.4094902276992798,1,7,7
1069,3100,3698,1.0,1.0,6.732863426208496,0.8189805150032043,0.8189805150032043,4,7,28
1070,3685,3698,1.0,1.0,1.9472520351409912,0.1353217214345932,0.1353217214345932,4,2,8
1073,3100,3695,0.4999999701976776,0.4999999701976776,6.732863426208496,0.8189805150032043,0.4094902276992798,1,7,7
1074,2853,3695,0.4999999701976776,0.4999999701976776,2.4690890312194824,0.2098698616027832,0.104934923350811,1,3,3
1080,3100,3699,0.4999999701976776,0.4999999701976776,6.732863426208496,0.8189805150032043,0.4094902276992798,1,7,7
1082,3100,4381,1.0,1.0,6.732863426208496,0.8189805150032043,0.8189805150032043,4,7,28
1108,3698,3913,0.4999999701976776,0.4999999701976776,2.500659942626953,0.21437999606132507,0.10718999058008194,1,3,3
1125,3263,3737,0.4999999701976776,0.4999999701976776,3.5904030799865723,0.3700575828552246,0.1850287765264511,1,4,4
1128,3160,4387,1.0,1.0,3.6637275218963623,0.38053250312805176,0.38053250312805176,4,4,16
1133,3160,3878,0.4999999701976776,0.4999999701976776,3.9032905101776123,0.41475579142570496,0.20737788081169128,1,4,4
1161,3206,4003,0.4999999701976776,0.4999999701976776,2.355353832244873,0.19362197816371918,0.09681098163127899,1,3,3
1162,3108,4003,0.4999999701976776,0.4999999701976776,2.355353832244873,0.19362197816371918,0.09681098163127899,1,3,3
1170,2856,3840,0.4999999701976776,0.4999999701976776,3.7534384727478027,0.39334836602211,0.1966741681098938,1,4,4
1179,3993,4390,0.4999999701976776,0.4999999701976776,4.139695167541504,0.44852787256240845,0.22426392138004303,1,5,5
1180,3993,4391,0.4999999701976776,0.4999999701976776,4.139695167541504,0.44852787256240845,0.22426392138004303,1,5,5
1185,3840,4390,1.0,1.0,3.8372788429260254,0.4053255617618561,0.4053255617618561,4,4,16
1201,3526,3840,1.0,1.0,3.6408028602600098,0.3772575557231903,0.3772575557231903,4,4,16
1213,3208,3754,0.4999999701976776,0.4999999701976776,6.993916988372803,0.8562738299369812,0.4281368851661682,1,7,7
1214,3285,3754,0.4999999701976776,0.4999999701976776,1.8668352365493774,0.12383360415697098,0.06191679835319519,1,2,2
1215,3285,3287,0.4999999701976776,0.4999999701976776,4.881466865539551,0.5544952750205994,0.2772476077079773,1,5,5
1216,3287,3868,1.0,1.0,4.881466865539551,0.5544952750205994,0.5544952750205994,4,5,20
1219,3287,4135,1.0,1.0,4.881466865539551,0.5544952750205994,0.5544952750205994,4,5,20
1222,3287,3723,0.4999999701976776,0.4999999701976776,4.881466865539551,0.5544952750205994,0.2772476077079773,1,5,5
1237,3649,3727,1.0,1.0,4.648550510406494,0.5212215185165405,0.5212215185165405,4,5,20
1241,3649,4012,0.4999999701976776,0.4999999701976776,4.648550510406494,0.5212215185165405,0.2606107294559479,1,5,5
1250,3475,4393,0.4999999701976776,0.4999999701976776,6.287937641143799,0.7554196715354919,0.3777098059654236,1,7,7
1256,3475,4392,0.4999999701976776,0.4999999701976776,6.287937641143799,0.7554196715354919,0.3777098059654236,1,7,7
1271,3160,4394,0.4999999701976776,0.4999999701976776,3.7516891956329346,0.3930984437465668,0.1965492069721222,1,4,4
1277,3491,4395,1.0,1.0,3.866185188293457,0.4094550311565399,0.4094550311565399,4,4,16
