P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,6,15,29,29,0,16,0
2,0,6,10,26,26,6,21,0
3,0,5,9,31,24,9,16,0
4,0,1,5,48,27,3,11,0
5,0,2,3,44,19,10,16,0
