method,runs,hop_mean,hop_std,mean_risk_mean,mean_risk_std,max_risk_mean,max_risk_std,cvar80_mean,cvar80_std,cvar90_mean,cvar90_std,re_mean,re_std,hhi_mean,hhi_std,gini_mean,gini_std,total_risk_mean,total_risk_std,hop_increase_pct_mean,hop_increase_pct_std,risk_reduction_pct_mean,risk_reduction_pct_std,cvar90_reduction_pct_mean,cvar90_reduction_pct_std,total_risk_mean_baseline,total_risk_mean_method,total_risk_aggregate_reduction,total_risk_mean_per_od_reduction,total_risk_median_per_od_reduction,total_risk_wilcoxon_p,max_risk_mean_baseline,max_risk_mean_method,max_risk_aggregate_reduction,max_risk_mean_per_od_reduction,max_risk_median_per_od_reduction,max_risk_wilcoxon_p,cvar80_mean_baseline,cvar80_mean_method,cvar80_aggregate_reduction,cvar80_mean_per_od_reduction,cvar80_median_per_od_reduction,cvar80_wilcoxon_p,cvar90_mean_baseline,cvar90_mean_method,cvar90_aggregate_reduction,cvar90_mean_per_od_reduction,cvar90_median_per_od_reduction,cvar90_wilcoxon_p,re_mean_baseline,re_mean_method,re_aggregate_reduction,re_mean_per_od_reduction,re_median_per_od_reduction,re_wilcoxon_p,gini_mean_baseline,gini_mean_method,gini_aggregate_reduction,gini_mean_per_od_reduction,gini_median_per_od_reduction,gini_wilcoxon_p,path_overlap_with_cvar,selected_path_changed_rate,risk_source
CVaR-risk,150,9.966666666666667,2.612352347496799,0.004675852477365844,0.010541527777169362,0.019672291384389005,0.0806558538909823,0.012639745789541242,0.04218953609478319,0.01808835485536191,0.07911860687466668,0.0026074031441381557,0.010470551717874017,0.1945768299129662,0.13327370565900176,0.40016348321034695,0.1460404762313408,0.04326874619204119,0.08922048804423581,0.10582301957300591,0.11269013296206089,0.5345280733875797,0.4204285386089378,0.5958170153972211,0.42822943187516055,0.2651810004995325,0.04326874619204119,0.8368331588184265,0.5345280733875797,0.7151333278929752,2.3599122907758046e-20,0.19005152056381727,0.019672291384389005,0.8964896922322716,0.5873153728218086,0.8623848455544083,2.791963740586804e-20,0.1072718852484573,0.012639745789541242,0.8821709363907614,0.5743339940468871,0.8080084331466864,8.977594416347803e-21,0.16493378704491382,0.01808835485536191,0.8903295972260278,0.5958170153972211,0.88165317788687,4.194209145835844e-21,0.028173404291842143,0.0026074031441381557,0.9074516122355648,0.663113583115085,0.9596499546659865,1.6193355229250216e-20,0.610324069089319,0.40016348321034695,0.3443426148868977,0.21581303259656115,0.3358504386254825,2.247611272260059e-16,1.0,0.0,Stable-Tail-NodeCalibRaw-a005_seed0
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.03059849968997378,0.041411101997089535,0.19005152056381727,0.2392651410739382,0.1072718852484573,0.1541791158405175,0.16493378704491382,0.22143859305842684,0.028173404291842143,0.041174101528710726,0.4725731976416025,0.27929818168950526,0.610324069089319,0.23338520881384286,0.2651810004995325,0.33318997777381065,0.0,0.0,0.0,0.0,0.0,0.0,0.2651810004995325,0.2651810004995325,0.0,0.0,0.0,1.0,0.19005152056381727,0.19005152056381727,0.0,0.0,0.0,1.0,0.1072718852484573,0.1072718852484573,0.0,0.0,0.0,1.0,0.16493378704491382,0.16493378704491382,0.0,0.0,0.0,1.0,0.028173404291842143,0.028173404291842143,0.0,0.0,0.0,1.0,0.610324069089319,0.610324069089319,0.0,0.0,0.0,1.0,0.21333333333333335,0.7866666666666666,Stable-Tail-NodeCalibRaw-a005_seed0
CVaR-risk,150,9.886666666666667,2.6229157060216126,0.005537903817807375,0.011701802917921573,0.022229651387315242,0.08675536912758801,0.014123954594769101,0.045157147072563665,0.02062564104045224,0.08537867298250407,0.0028577087990022468,0.011669920875914862,0.19045333918985388,0.13672328290640676,0.3788831692045729,0.13661489758678114,0.05072720061061433,0.09391233944025847,0.09608400858399616,0.10994931132450346,0.5330570939300096,0.4319913115867659,0.5896663524285968,0.442594259484367,0.3391851797412285,0.05072720061061433,0.8504439355216947,0.5330570939300096,0.7546820972146224,2.204272029501144e-19,0.23994452113673712,0.022229651387315242,0.9073550365604948,0.5898575069187098,0.8740094669351053,1.2777229011380544e-19,0.13452441416732552,0.014123954594769101,0.8950082430532177,0.5739675843763656,0.7985366143770083,1.2783902941957056e-19,0.20619858420738538,0.02062564104045224,0.899971956060533,0.5896663524285968,0.8946015575065558,4.094884850204825e-20,0.035438123409554136,0.0028577087990022468,0.9193606058962149,0.6526314719686449,0.9509608894623205,4.096357955947718e-20,0.6063190657372061,0.3788831692045729,0.3751092607581542,0.25661752725771597,0.3492234486456892,1.0928563529677828e-16,1.0,0.0,Stable-Tail-NodeCalibRaw-a005_seed1
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.03847743519762281,0.0451175028283073,0.23994452113673712,0.2617816722004168,0.13452441416732552,0.16859855825428152,0.20619858420738538,0.2387844783627347,0.035438123409554136,0.044915266456910505,0.47870366072446285,0.2903205393939899,0.6063190657372061,0.23702011686537133,0.3391851797412285,0.3763941579537715,0.0,0.0,0.0,0.0,0.0,0.0,0.3391851797412285,0.3391851797412285,0.0,0.0,0.0,1.0,0.23994452113673712,0.23994452113673712,0.0,0.0,0.0,1.0,0.13452441416732552,0.13452441416732552,0.0,0.0,0.0,1.0,0.20619858420738538,0.20619858420738538,0.0,0.0,0.0,1.0,0.035438123409554136,0.035438123409554136,0.0,0.0,0.0,1.0,0.6063190657372061,0.6063190657372061,0.0,0.0,0.0,1.0,0.25333333333333335,0.7466666666666666,Stable-Tail-NodeCalibRaw-a005_seed1
CVaR-risk,150,9.86,2.6036371049930604,0.005205808396488827,0.010973972413535609,0.021124634119526794,0.08490504554021058,0.013237775962722177,0.04317656601715088,0.01966868408671063,0.08328979083183681,0.0026928313440325114,0.010965867238390761,0.18728305207720344,0.1415381557738725,0.36255658062259677,0.14203093328252914,0.04776703262971069,0.09041777054845587,0.09366534391533171,0.11259283835985161,0.5464047020928482,0.40793986938502935,0.5995180313795833,0.43417752855484937,0.31266236804648845,0.04776703262971069,0.8472248741381772,0.5464047020928482,0.7374321311747272,1.0034917279751604e-19,0.23284364690383275,0.021124634119526794,0.9092754541455845,0.5996185439920373,0.9239721821195893,1.2780262204831837e-19,0.12339983535568334,0.013237775962722177,0.8927245249115706,0.5834544876230234,0.8497649624521219,1.2783902941957056e-19,0.19884005611038041,0.01966868408671063,0.9010828880640971,0.5995180313795833,0.893033975216144,8.746847984597943e-20,0.03249574005484827,0.0026928313440325114,0.9171327890854457,0.6619503485177574,0.9526976840895013,1.8686821759772635e-19,0.6072765360506298,0.36255658062259677,0.40297943506782763,0.28628941969431265,0.40819579866892985,3.2164461776739935e-17,1.0,0.0,Stable-Tail-NodeCalibRaw-a005_seed2
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.03536128680191799,0.042852090989464436,0.23284364690383275,0.27878877034999716,0.12339983535568334,0.161379578358257,0.19884005611038041,0.24433591828327322,0.03249574005484827,0.042673025282741923,0.4797164684284921,0.2855786937726716,0.6072765360506298,0.23579825747377278,0.31266236804648845,0.3597782250924392,0.0,0.0,0.0,0.0,0.0,0.0,0.31266236804648845,0.31266236804648845,0.0,0.0,0.0,1.0,0.23284364690383275,0.23284364690383275,0.0,0.0,0.0,1.0,0.12339983535568334,0.12339983535568334,0.0,0.0,0.0,1.0,0.19884005611038041,0.19884005611038041,0.0,0.0,0.0,1.0,0.03249574005484827,0.03249574005484827,0.0,0.0,0.0,1.0,0.6072765360506298,0.6072765360506298,0.0,0.0,0.0,1.0,0.26666666666666666,0.7333333333333334,Stable-Tail-NodeCalibRaw-a005_seed2
CVaR-risk,150,10.02,2.584076172335005,0.004073840230358276,0.008814225450356124,0.015817489083856343,0.06387860756262247,0.010536026328789173,0.03554611329530492,0.01465056083734251,0.06318622718094688,0.002052088264704187,0.008808095551077587,0.1902305693558399,0.1320438204453893,0.38707797012732115,0.1428347727596043,0.03775594587731113,0.07187677492274423,0.11433384208382703,0.13002467807313473,0.5439051887987917,0.4327471886861922,0.6134348991274866,0.4208755850415092,0.2744408821134978,0.03775594587731113,0.8624259418370505,0.5439051887987917,0.7941798267154855,3.1114123750112e-20,0.19484099780054143,0.015817489083856343,0.9188184762789631,0.6021368122681975,0.9147948112697497,4.085505667250658e-20,0.1108622752931357,0.010536026328789173,0.9049629253789407,0.5879271892947491,0.8160982768888292,2.704345982656343e-20,0.16919897930929437,0.01465056083734251,0.91341223866679,0.6134348991274866,0.9094332189082446,2.874272459368784e-21,0.028846447757907564,0.002052088264704187,0.9288616649490051,0.6736414439475281,0.9698670008189562,7.558486849457216e-21,0.6118937158902243,0.38707797012732115,0.36740979670866314,0.2583601241585898,0.34924598004905505,7.773306319731864e-17,1.0,0.0,Stable-Tail-NodeCalibRaw-a005_seed3
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.03117620746750274,0.039995798116090185,0.19484099780054143,0.23751514146998132,0.1108622752931357,0.15284070268624053,0.16919897930929437,0.21911310049742633,0.028846447757907564,0.03981354071461448,0.48093367395034375,0.29047769475873325,0.6118937158902243,0.2325558670136748,0.2744408821134978,0.33763790711316255,0.0,0.0,0.0,0.0,0.0,0.0,0.2744408821134978,0.2744408821134978,0.0,0.0,0.0,1.0,0.19484099780054143,0.19484099780054143,0.0,0.0,0.0,1.0,0.1108622752931357,0.1108622752931357,0.0,0.0,0.0,1.0,0.16919897930929437,0.16919897930929437,0.0,0.0,0.0,1.0,0.028846447757907564,0.028846447757907564,0.0,0.0,0.0,1.0,0.6118937158902243,0.6118937158902243,0.0,0.0,0.0,1.0,0.20666666666666667,0.7933333333333333,Stable-Tail-NodeCalibRaw-a005_seed3
CVaR-risk,150,9.893333333333333,2.5910187332519694,0.004918519160368945,0.01118758728225885,0.01869742148478205,0.07875811119819559,0.012735820765141398,0.04488982032373875,0.017542549191404962,0.07790911028183484,0.002566149921418434,0.01117327031808809,0.18672467050731606,0.13082871923412964,0.3652581174972911,0.14212762449030775,0.04525699952900115,0.09064523042684568,0.09737674362673102,0.10933780630668473,0.5307445966448896,0.42276108508494487,0.5919195916765443,0.4359840618461309,0.29383762288285653,0.04525699952900115,0.8459795614808333,0.5307445966448896,0.7586108938292329,9.552498148638765e-20,0.21746601226429144,0.01869742148478205,0.9140214082604657,0.5867145780039323,0.912115099560535,5.981620957965961e-20,0.11744188510062588,0.012735820765141398,0.891556400383724,0.5679766921921011,0.843176064637162,2.802837240474118e-20,0.1847613067102308,0.017542549191404962,0.9050529058022805,0.5919195916765443,0.8812708016923425,8.98173413768158e-21,0.03102507104622758,0.002566149921418434,0.9172878631442248,0.6607643261815693,0.9535367048024157,1.3128050198846233e-20,0.5988335081329205,0.3652581174972911,0.3900506358829099,0.2651844312275644,0.3689797748608412,3.3764450192807e-17,1.0,0.0,Stable-Tail-NodeCalibRaw-a005_seed4
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.03367144572895179,0.04334266428625986,0.21746601226429144,0.2669467257698571,0.11744188510062588,0.16534329273133894,0.1847613067102308,0.23553639868353343,0.03102507104622758,0.04318529827619224,0.4752021804871593,0.28517671989269383,0.5988335081329205,0.24303224198780773,0.29383762288285653,0.3506461985532458,0.0,0.0,0.0,0.0,0.0,0.0,0.29383762288285653,0.29383762288285653,0.0,0.0,0.0,1.0,0.21746601226429144,0.21746601226429144,0.0,0.0,0.0,1.0,0.11744188510062588,0.11744188510062588,0.0,0.0,0.0,1.0,0.1847613067102308,0.1847613067102308,0.0,0.0,0.0,1.0,0.03102507104622758,0.03102507104622758,0.0,0.0,0.0,1.0,0.5988335081329205,0.5988335081329205,0.0,0.0,0.0,1.0,0.22666666666666666,0.7733333333333333,Stable-Tail-NodeCalibRaw-a005_seed4
