table,split,model,source_model,source_file,Macro-F1,Macro-F1_raw,MAE,MAE_raw,QWK,QWK_raw,Recall@6-8,Recall@6-8_raw,PR-AUC,PR-AUC_raw,High FN,High FN_raw
paper_extended_fusion_comparison,B,GraphSAGE-TEG-Concat,graphsage_teg_concat,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\models\paper_teg_concat_fusions_splitB_10seed_summary.csv,0.2335,0.23353489381988526,1.2633,1.2632729745771651,0.3205,0.3205077567184161,0.3538,0.3538461538461538,0.3503,0.35033410333308707,0.6462,0.6461538461538462
paper_extended_fusion_comparison,B,SGFormer-TEG-Concat,sgformer_teg_concat,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\models\paper_teg_concat_fusions_splitB_10seed_summary.csv,0.2668,0.26678248042887237,1.2575,1.2574573719786086,0.3515,0.3514680855791764,0.3615,0.36153846153846153,0.3744,0.37442511096413755,0.6385,0.6384615384615385
paper_extended_fusion_comparison,B,GraphSAGE-TEG-Gate,graphsage_teg_gate,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\models\paper_teg_gate_fusions_splitB_10seed_summary.csv,0.2420,0.24202058745327534,1.2325,1.2325269720369185,0.2665,0.2665253553943882,0.2808,0.28076923076923077,0.3675,0.3675308406749176,0.7192,0.7192307692307692
paper_extended_fusion_comparison,B,SGFormer-TEG-Gate,sgformer_teg_gate,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\models\paper_teg_gate_fusions_splitB_10seed_summary.csv,0.3002,0.3002035291701165,1.2776,1.2776414356726755,0.3532,0.353232693586218,0.3692,0.36923076923076925,0.3701,0.3700741044909192,0.6308,0.6307692307692307
