P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,681,474,184,89,32,36,34
2,0,803,277,106,105,71,134,33
3,0,723,352,133,88,93,108,33
4,0,743,331,89,111,124,105,26
5,0,620,467,150,86,54,102,50
