P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,109,647,619,90,2,55,8
2,0,199,637,419,98,30,97,49
3,0,166,659,420,134,20,104,27
4,0,121,638,456,115,49,90,60
5,0,169,618,471,72,58,110,31
