model,customer_set,avg_risk_at_b_mean,avg_risk_at_b_std,common_aubrc_mean,common_aubrc_std,cvar90_aubrc_mean,cvar90_aubrc_std,cvar95_aubrc_mean,cvar95_aubrc_std,load_cvar90_aubrc_mean,load_cvar90_aubrc_std,max_vehicle_cvar90_aubrc_mean,max_vehicle_cvar90_aubrc_std,method,alpha,rho,p_high_mode,p_high_gate_threshold,core_score
Stable-Tail-MatrixEnsRaw-r005,A,3.411305728025352,0.08280474344514659,0.9930871048563796,0.02463608000013629,0.024105653655812596,0.0009033346442589454,0.03995933279099682,0.0017714479034590034,0.014802518592240339,0.0007759441180281817,0.04341566828460152,0.0030402388964398583,risk_matrix_ensemble,0.1,0.05,raw,0.5,15.25
Stable-Tail-MatrixEnsRaw-r005,B,4.655073091111112,0.20863406859028363,1.3674312443129355,0.0708787213768348,0.033373721387055466,0.002400210835989258,0.0644391090168317,0.005698832122656603,0.01930799719748187,0.0010884168169982159,0.05953768565824342,0.0038863576072673814,risk_matrix_ensemble,0.1,0.05,raw,0.5,12.25
Stable-Tail-MatrixEnsRaw-r010,A,3.417227858729985,0.08293695008903147,0.9912971789835807,0.026258765946419908,0.023823122637217708,0.0009079974084793685,0.0398802150601017,0.001351311870036808,0.014578803720573567,0.0007827092795880177,0.04378858463524291,0.002150880020558884,risk_matrix_ensemble,0.1,0.1,raw,0.5,12.5
Stable-Tail-MatrixEnsRaw-r010,B,4.657696876078042,0.2522427194079075,1.3677188718691664,0.08317978059075648,0.033188683397537236,0.002667030266334972,0.06416364649399182,0.0062335188122488285,0.019275271940738446,0.0012294152334864138,0.059576561160485195,0.0056422213030082055,risk_matrix_ensemble,0.1,0.1,raw,0.5,12.0
Stable-Tail-MatrixEnsRaw-r020,A,3.393719739090994,0.10757008515877652,0.986215936486195,0.03072381768119793,0.023906375241655013,0.0011307780580945882,0.0397985132704819,0.0014712824357236002,0.014315418774052055,0.0008062523183022951,0.042845010349218865,0.003417088297790704,risk_matrix_ensemble,0.1,0.2,raw,0.5,9.75
Stable-Tail-MatrixEnsRaw-r020,B,4.644958627652379,0.2312799949422343,1.3640342392199194,0.07850532021584138,0.03324934284446547,0.0026068530912194115,0.06412941757757173,0.005624964784950212,0.019201017055751668,0.0016856183885152385,0.05887370971077909,0.005676059675697238,risk_matrix_ensemble,0.1,0.2,raw,0.5,10.5
Stable-Tail-MatrixEnsRaw-r030,A,3.409557466494247,0.09372660182717754,0.9927698317314678,0.029492857567892578,0.023832238468394853,0.0010880069077820373,0.039601651803235854,0.0015779161746672678,0.014737144970038986,0.000679138916965448,0.04296679536239934,0.0019575716270673863,risk_matrix_ensemble,0.1,0.3,raw,0.5,11.25
Stable-Tail-MatrixEnsRaw-r030,B,4.67917488826888,0.23114859438617602,1.374000063641268,0.07773347646117904,0.03333716483324962,0.0026558164182221376,0.06506699259024384,0.005653040709308297,0.019536278372321813,0.001522706775274125,0.0587682211222461,0.005809115583859595,risk_matrix_ensemble,0.1,0.3,raw,0.5,14.5
Stable-Tail-MatrixEnsRaw-r040,A,3.3840860853595753,0.10502147850838761,0.9850174496762533,0.026416105642555036,0.023662816701355907,0.001196559125356726,0.03892553184735393,0.002059581373992953,0.014406706402471532,0.000566676202518631,0.042654628190823246,0.0021134428675645815,risk_matrix_ensemble,0.1,0.4,raw,0.5,3.5
Stable-Tail-MatrixEnsRaw-r040,B,4.626008650943875,0.2398644101869864,1.3563571160549166,0.07910191653424622,0.032836905356984365,0.0026973230743788826,0.0637086584860016,0.006359084766194173,0.019245147368264968,0.0014389776192552234,0.058500772394371146,0.004752286642417558,risk_matrix_ensemble,0.1,0.4,raw,0.5,4.25
Stable-Tail-NodeCalibRaw-a005,A,3.3940490320204915,0.08541153827226505,0.9856130920227661,0.025596924504741114,0.023654641039423427,0.0008703404262120231,0.03918403187469169,0.0012849712271012614,0.014522932500327188,0.0006660940428564312,0.04275573565001882,0.002645712449434887,node_calibration,0.05,0.2,raw,0.5,5.5
Stable-Tail-NodeCalibRaw-a005,B,4.629179598264837,0.2252627426220778,1.3589936285982918,0.07591285812891306,0.032935140227856555,0.002594527347086111,0.06371637277194497,0.005980604273726483,0.018969485954764585,0.0015412342591272566,0.05890452958127835,0.005157574402363775,node_calibration,0.05,0.2,raw,0.5,5.5
Stable-Tail-NodeCalibRaw-a010,A,3.432360523417167,0.09614409285830278,0.9959729188170056,0.026076509248766592,0.024104080529951645,0.0008529217022241748,0.03964590338560481,0.0015797392141027927,0.014622180436645803,0.0006829311697257571,0.04314286259885425,0.002828553771523624,node_calibration,0.1,0.2,raw,0.5,15.5
Stable-Tail-NodeCalibRaw-a010,B,4.656431551705899,0.2369647171774123,1.3692368813320264,0.08331274343163923,0.03310662599664487,0.0025889467611196074,0.06411542241369925,0.006078623803638682,0.0192891773030793,0.0018449027917139184,0.059236472964067914,0.005183735536628596,node_calibration,0.1,0.2,raw,0.5,10.75
Stable-Tail-NodeCalibRaw-a020,A,3.399891788193556,0.08318705037053264,0.9895439064063333,0.024025404758138455,0.023933685540834825,0.000745800106499136,0.039474790978126194,0.001520070628470495,0.01462661470504647,0.0008214459888260392,0.04198522139303558,0.0014510715000613436,node_calibration,0.2,0.2,raw,0.5,10.25
Stable-Tail-NodeCalibRaw-a020,B,4.694968429993761,0.23480725532664512,1.38143198043846,0.07841881137050274,0.03365491685319981,0.0025741143600943772,0.06485728753357345,0.005603558990405573,0.01943663955842026,0.0015371010042417484,0.05948280605007356,0.004888160928502812,node_calibration,0.2,0.2,raw,0.5,16.25
Stable-Tail-NodeCalibRaw-a030,A,3.3886775336045565,0.10478298081496835,0.9852243018480403,0.029952337308264187,0.023605123612115187,0.0011540981722868836,0.038805190627550494,0.0017112791783586432,0.014746545379775539,0.0006929539581837908,0.04390546087207252,0.003116337369846792,node_calibration,0.3,0.2,raw,0.5,3.25
Stable-Tail-NodeCalibRaw-a030,B,4.691351063675807,0.21657497725740749,1.3773772713990704,0.07237779414303723,0.03371370512685668,0.002371761849411374,0.06526830860779624,0.005318171183118643,0.019224571393715528,0.0011586168723923824,0.05970364139804227,0.005048243909484533,node_calibration,0.3,0.2,raw,0.5,16.5
Stable-Tail-TailOnlyRaw-a005,A,3.421820844972178,0.07043205153751089,0.995713497561985,0.02263904107587172,0.024093687146336352,0.0007625886999898635,0.039807352808928755,0.0013690438038233626,0.014735361037135162,0.0007859854720962632,0.04297358827950771,0.0031128690827204246,tail_only_correction,0.05,0.2,raw,0.5,15.25
Stable-Tail-TailOnlyRaw-a005,B,4.673960729608942,0.1918806952197935,1.3745907078757469,0.06349484482364112,0.03341557822501312,0.0021947729332173534,0.06469426656166032,0.004805250271242664,0.019608080763202404,0.0010661987333844677,0.05878251887556226,0.004862074281291067,tail_only_correction,0.05,0.2,raw,0.5,14.5
Stable-Tail-TailOnlyRaw-a010,A,3.3997558157165924,0.0798252995590734,0.9889872748929596,0.021532282103205454,0.02388878925387452,0.0007585372174191008,0.03902823022995402,0.0009385945926991992,0.014427796868143081,0.0007717492530059775,0.0430326275159428,0.0022037133652328374,tail_only_correction,0.1,0.2,raw,0.5,7.75
Stable-Tail-TailOnlyRaw-a010,B,4.644895424475945,0.23933973281651647,1.3632586558641633,0.0801341615141264,0.03310964888960715,0.002844633239876054,0.06412725283610633,0.005696191034262128,0.01926725249875036,0.0015998440896567415,0.05796159425257214,0.005895172295017222,tail_only_correction,0.1,0.2,raw,0.5,9.0
Stable-Tail-TailOnlyRaw-a020,A,3.4061684115897575,0.15505526638318137,0.9905056748222381,0.04090406558877132,0.023689653635599578,0.0012259549333314694,0.03920267421023245,0.002228416040563678,0.014855390681220455,0.0011222234676048816,0.04285878069810693,0.002993881379354521,tail_only_correction,0.2,0.2,raw,0.5,8.75
Stable-Tail-TailOnlyRaw-a020,B,4.631677210595334,0.1927792689312562,1.359397589627231,0.06530859273520559,0.03263393090645529,0.0020789848100183327,0.06387017688046229,0.004232732787037976,0.01899892774149917,0.001162211254146995,0.05788585316980955,0.004621465851840718,tail_only_correction,0.2,0.2,raw,0.5,4.75
Stable-Tail-TailOnlyRaw-a030,A,3.3301012125724454,0.15617605785183594,0.9707758873921822,0.04394589176209731,0.023309191098716882,0.001314222040628131,0.038110207149786635,0.00282836845397479,0.01403824233822736,0.0011881614422273386,0.0419500129731212,0.0023599924771122104,tail_only_correction,0.3,0.2,raw,0.5,1.0
Stable-Tail-TailOnlyRaw-a030,B,4.6142795829483685,0.2139200982068539,1.3536686820126766,0.07160915782267978,0.032715914114493524,0.0022915403470691346,0.06391319114279856,0.005407135766520027,0.01944038969921444,0.0014487236626118147,0.05790574520190497,0.005109921896745086,tail_only_correction,0.3,0.2,raw,0.5,3.5
