model,seed,customer_set,avg_risk_at_b,common_aubrc,cvar90_aubrc,cvar95_aubrc,load_cvar90_aubrc,max_vehicle_cvar90_aubrc
Stable-Tail-EdgeTailRaw-a010,3,B,4.871049949825014,1.4346678056678566,0.03595246783572587,0.06963229679424751,0.020512077192312635,0.06028315385938642
Stable-Tail-EdgeTailRaw-a010,4,A,3.605368782838684,1.0446097248537538,0.02584906261485485,0.042641853675659876,0.015066718500439098,0.04448260626665826
Stable-Tail-EdgeTailRaw-a010,4,B,4.639305865713841,1.3533899279613464,0.03279866932819103,0.06309231129993381,0.019151770098027376,0.05586260014411131
Stable-Tail-EdgeTailRaw-a010,5,A,3.4528751378570477,0.994674531925225,0.0223251419306086,0.04015611027365884,0.014951083493526173,0.04058686728394789
Stable-Tail-EdgeTailRaw-a010,5,B,4.53403740224084,1.3225313208285387,0.03222415034707496,0.06408052460641582,0.018441425943362774,0.05535385885133747
Stable-Tail-EdgeTailRaw-a010,6,A,3.348888024116647,0.9733632689839544,0.02317134704372977,0.039199983741018206,0.0133804438817692,0.0456568523987325
Stable-Tail-EdgeTailRaw-a010,6,B,4.914638375491429,1.4537185937234862,0.03586359600528301,0.0689801386949337,0.02085872309280136,0.06681103676697504
Stable-Tail-EdgeTailRaw-a010,7,A,3.3824262439985957,0.9764556732526914,0.023597256794204397,0.03881382521243883,0.014014509251416144,0.04422154256940843
Stable-Tail-EdgeTailRaw-a010,7,B,4.542513519769439,1.3316451296754663,0.031587089310121164,0.0626083304818906,0.01899741061981107,0.05740145156628162
Stable-Tail-EdgeTailRaw-a010,8,A,3.380852978946943,0.9818711497635608,0.023952470113996125,0.03883629207041139,0.015099868112936702,0.04196799982355456
Stable-Tail-EdgeTailRaw-a010,8,B,4.335023274598301,1.258220789683117,0.028805100375250275,0.055417804694207096,0.01673835569145645,0.0500615784708491
Stable-Tail-EdgeTailRaw-a010,9,A,3.4050125943599903,0.980283347202836,0.023862644882752203,0.03898580195046459,0.014279736174428691,0.04156021795852311
Stable-Tail-EdgeTailRaw-a010,9,B,4.397338423584025,1.2761745828198512,0.03084408763744812,0.059005111794817655,0.01845291152250423,0.05326606509133023
Stable-Tail-EdgeTailRaw-a020,0,A,3.3437696261146597,0.9699051744166282,0.023803847259160196,0.03911379898781583,0.014469587487425484,0.04235382620179831
Stable-Tail-EdgeTailRaw-a020,0,B,4.59414311951245,1.3403579648344872,0.03194942135005864,0.05969703876927925,0.018549921330433396,0.05725248455627837
Stable-Tail-EdgeTailRaw-a020,1,A,3.3364179636167077,0.9658924007695262,0.02269331631320711,0.037643353356409094,0.014860722279678863,0.041736420004391324
Stable-Tail-EdgeTailRaw-a020,1,B,4.543308572549966,1.329844724071364,0.031671719416115074,0.06348403746526235,0.018994259731040398,0.05736120496151076
Stable-Tail-EdgeTailRaw-a020,2,A,3.493512242992199,1.0202888740593024,0.02507784218659217,0.04156017256967042,0.0156715754985359,0.045479604143444874
Stable-Tail-EdgeTailRaw-a020,2,B,5.0454887753831645,1.5025924542566051,0.037236196525664365,0.07368736973367586,0.02130498887064636,0.06446729279472778
