P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,3,898,182,106,33,20,73,6
2,0,739,241,115,33,58,119,16
3,0,755,234,130,74,66,50,11
4,0,746,245,103,79,48,93,7
5,0,821,198,97,42,59,80,23
