P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,1067,248,117,28,29,38,2
2,1,815,306,132,126,53,96,0
3,1,899,285,134,104,38,63,6
4,1,847,334,125,136,36,49,1
5,1,882,295,115,93,47,91,5
