P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,749,242,95,101,46,70,18
2,0,691,210,101,105,49,83,82
3,0,604,238,147,129,100,50,52
4,0,630,206,184,87,71,99,44
5,0,642,269,129,88,47,95,50
