rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,3721,8,8,7.714966297149658,0.9592809081077576,0.9580883979797363
2,3439,0,7,7.0807647705078125,0.8686806559562683,0.9513270854949951
3,3335,7,7,7.008009433746338,0.8582870364189148,0.9968472123146057
4,3367,0,7,6.998722553253174,0.8569603562355042,0.999297022819519
5,3208,7,7,6.99225378036499,0.8560362458229065,0.9977089166641235
6,3300,7,7,6.965396881103516,0.8521995544433594,0.9911866188049316
7,3475,8,7,6.950004577636719,0.8500006794929504,0.8691996335983276
8,3250,0,7,6.918832302093506,0.8455474972724915,0.9832630753517151
9,3772,8,8,6.9110846519470215,0.8444406390190125,0.8256868124008179
10,3410,7,7,6.905452728271484,0.8436360955238342,0.9535843133926392
11,4091,7,7,6.891879558563232,0.841697096824646,0.9798306226730347
12,3487,8,8,6.86979341506958,0.8385419249534607,0.8610896468162537
13,3100,0,7,6.859895706176758,0.8371279835700989,0.9725704193115234
14,3448,7,7,6.770759582519531,0.8243942260742188,0.938217282295227
15,3198,7,7,6.609667778015137,0.8013811111450195,0.8687180280685425
16,4058,8,7,6.356492519378662,0.7652131915092468,0.7687222957611084
17,3901,7,7,6.248481750488281,0.7497830986976624,0.8048191666603088
18,3537,8,8,6.240660667419434,0.7486658096313477,0.7338538765907288
19,2412,0,7,6.129006385803223,0.7327151894569397,0.854840874671936
20,4180,0,7,6.0922393798828125,0.7274627685546875,0.7424603700637817
