P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,647,369,173,27,23,63,19
2,0,592,339,127,73,46,58,86
3,0,591,357,148,56,68,40,60
4,0,644,310,142,60,42,87,36
5,1,599,377,118,56,39,64,66
