rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,4034,0,8,7.624232292175293,0.9463189244270325,0.994468629360199
2,2795,0,8,7.521798610687256,0.9316855072975159,0.9826804399490356
3,3487,8,8,7.2386980056762695,0.8912425637245178,0.9327378869056702
4,3375,0,7,7.205641746520996,0.886520266532898,1.0
5,3198,7,7,7.132175445556641,0.8760250806808472,0.9616094827651978
6,3335,7,7,7.124000549316406,0.8748572468757629,0.9978378415107727
7,3537,8,8,7.116420745849609,0.8737744092941284,0.9106767177581787
8,3772,8,8,7.114274978637695,0.8734678626060486,0.9084206223487854
9,3300,7,7,7.072812557220459,0.8675446510314941,0.9906375408172607
10,4058,8,8,7.071402549743652,0.8673432469367981,0.9231253862380981
11,3721,8,8,7.039378643035889,0.8627683520317078,0.9084335565567017
12,3367,0,7,7.034209251403809,0.8620299100875854,0.9999439120292664
13,3208,7,7,7.0202178955078125,0.8600311279296875,0.9999573230743408
14,4091,7,7,7.006863117218018,0.8581233024597168,0.9770272970199585
15,2412,0,8,6.9938859939575195,0.8562694191932678,0.916304886341095
16,3086,7,8,6.948904514312744,0.8498435020446777,0.9095907211303711
17,3439,0,7,6.936490535736084,0.8480700850486755,0.89349764585495
18,3410,7,7,6.907012939453125,0.8438590168952942,0.9435040950775146
19,3100,0,7,6.845395088195801,0.8350564241409302,0.9763626456260681
20,4430,0,8,6.804680824279785,0.8292401432991028,0.8612380623817444
