P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,727,354,86,58,8,59,29
2,0,658,305,126,66,13,63,90
3,0,591,359,125,96,47,49,53
4,0,606,360,104,97,44,46,64
5,0,662,346,78,80,33,65,56
