P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,949,388,99,22,18,15,39
2,0,782,345,161,62,30,51,98
3,0,679,428,190,78,41,52,62
4,0,689,401,167,99,65,70,38
5,0,766,397,145,49,32,51,89
