P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,84,319,776,280,20,10,41
2,0,131,418,529,274,48,98,31
3,0,109,420,557,306,37,62,39
4,0,87,350,551,382,76,50,33
5,0,194,384,512,252,63,86,38
