P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,100,296,570,242,29,63,21
2,0,124,374,402,203,62,75,81
3,0,107,341,440,270,84,28,50
4,0,106,346,431,246,76,82,34
5,0,165,354,411,221,56,63,50
