method,runs,hop_mean,hop_std,mean_risk_mean,mean_risk_std,max_risk_mean,max_risk_std,cvar80_mean,cvar80_std,cvar90_mean,cvar90_std,re_mean,re_std,hhi_mean,hhi_std,gini_mean,gini_std,total_risk_mean,total_risk_std,hop_increase_pct_mean,hop_increase_pct_std,risk_reduction_pct_mean,risk_reduction_pct_std,cvar90_reduction_pct_mean,cvar90_reduction_pct_std,total_risk_mean_baseline,total_risk_mean_method,total_risk_aggregate_reduction,total_risk_mean_per_od_reduction,total_risk_median_per_od_reduction,total_risk_wilcoxon_p,max_risk_mean_baseline,max_risk_mean_method,max_risk_aggregate_reduction,max_risk_mean_per_od_reduction,max_risk_median_per_od_reduction,max_risk_wilcoxon_p,cvar80_mean_baseline,cvar80_mean_method,cvar80_aggregate_reduction,cvar80_mean_per_od_reduction,cvar80_median_per_od_reduction,cvar80_wilcoxon_p,cvar90_mean_baseline,cvar90_mean_method,cvar90_aggregate_reduction,cvar90_mean_per_od_reduction,cvar90_median_per_od_reduction,cvar90_wilcoxon_p,re_mean_baseline,re_mean_method,re_aggregate_reduction,re_mean_per_od_reduction,re_median_per_od_reduction,re_wilcoxon_p,gini_mean_baseline,gini_mean_method,gini_aggregate_reduction,gini_mean_per_od_reduction,gini_median_per_od_reduction,gini_wilcoxon_p,path_overlap_with_cvar,selected_path_changed_rate,risk_source
CVaR-risk,150,9.94,2.604152595040282,0.004678946738309165,0.010188332354771824,0.019452445097267627,0.0778790223584934,0.012066981629145124,0.040651441199333394,0.0176741726236004,0.07575436419353311,0.002444953311487336,0.010167672447740791,0.1886045721820943,0.14474889458542764,0.3680132237807071,0.1541985561706596,0.04329768498984073,0.08460137227379336,0.10303441928440588,0.1098905345093321,0.5357726492734998,0.42156526615853623,0.592708652861897,0.43331889805257356,0.27357453357570316,0.04329768498984073,0.8417334960795934,0.5357726492734998,0.7439374713392977,5.793439646018809e-20,0.19676507347263394,0.019452445097267627,0.9011387297813592,0.5866169685691394,0.8859385608519582,4.084587242746646e-20,0.10910518229822626,0.012066981629145124,0.8894004723162384,0.5745192498099364,0.8432115708119587,4.094148486744758e-20,0.16747671921168353,0.0176741726236004,0.894467883609808,0.592708652861897,0.9151697503543714,1.3095061381788063e-20,0.02873982797863698,0.002444953311487336,0.9149280463954184,0.6573043745947481,0.9606954140250095,1.9698624248715452e-20,0.6008087842086957,0.3680132237807071,0.38747030094476403,0.2609300939586614,0.3787053468830545,4.213593106971868e-16,1.0,0.0,stable_tail_ua_gnn_tau0_seed0
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.03128633228609106,0.03893511204758484,0.19676507347263394,0.2274863449106207,0.10910518229822626,0.146158141790198,0.16747671921168353,0.20691178870831212,0.02873982797863698,0.03873702023992224,0.474891845135013,0.2880642259169614,0.6008087842086957,0.24520018273396074,0.27357453357570316,0.31744344356537296,0.0,0.0,0.0,0.0,0.0,0.0,0.27357453357570316,0.27357453357570316,0.0,0.0,0.0,1.0,0.19676507347263394,0.19676507347263394,0.0,0.0,0.0,1.0,0.10910518229822626,0.10910518229822626,0.0,0.0,0.0,1.0,0.16747671921168353,0.16747671921168353,0.0,0.0,0.0,1.0,0.02873982797863698,0.02873982797863698,0.0,0.0,0.0,1.0,0.6008087842086957,0.6008087842086957,0.0,0.0,0.0,1.0,0.23333333333333334,0.7666666666666666,stable_tail_ua_gnn_tau0_seed0
CVaR-risk,150,9.82,2.588228385304636,0.0072164391697291715,0.013759524336747615,0.027811616184189914,0.10313438531695918,0.01649973322430419,0.05270096556223841,0.02391270897195985,0.09700268330709137,0.0032934861747588857,0.013759144621208653,0.1646798773115438,0.1464948416253306,0.25597010196243386,0.14983663106923362,0.06687630800142264,0.11350717066563708,0.08894793169792009,0.10877021916211509,0.5256693600369008,0.43661347229357106,0.5931729016110887,0.44621718746332334,0.40611701597770056,0.06687630800142264,0.8353274909172236,0.5256693600369008,0.7755867836685795,1.8305380271753075e-18,0.28450038326593735,0.027811616184189914,0.9022440115340893,0.586540420646244,0.9474770216141366,2.6619004512491246e-18,0.1576663210086214,0.01649973322430419,0.8953502997999344,0.5777066572667628,0.8576733401911081,2.6651409486700556e-18,0.24057252778733773,0.02391270897195985,0.9006008325522568,0.5931729016110887,0.9413612596708862,5.833345249195688e-19,0.04185494013923176,0.0032934861747588857,0.9213118889974681,0.6508857375223384,0.9754760171816078,8.529692942906112e-19,0.5599987536383711,0.25597010196243386,0.5429095148874673,0.39690268219438524,0.5892534919888213,5.196669541034788e-18,1.0,0.0,stable_tail_ua_gnn_tau0p25_seed0
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.04609028804669935,0.051139662962533174,0.28450038326593735,0.29684255579221497,0.1576663210086214,0.19196224179631208,0.24057252778733773,0.2682589736877162,0.04185494013923176,0.05093333499481324,0.4695738871230866,0.30137396065888783,0.5599987536383711,0.281956747333446,0.40611701597770056,0.42610866683471993,0.0,0.0,0.0,0.0,0.0,0.0,0.40611701597770056,0.40611701597770056,0.0,0.0,0.0,1.0,0.28450038326593735,0.28450038326593735,0.0,0.0,0.0,1.0,0.1576663210086214,0.1576663210086214,0.0,0.0,0.0,1.0,0.24057252778733773,0.24057252778733773,0.0,0.0,0.0,1.0,0.04185494013923176,0.04185494013923176,0.0,0.0,0.0,1.0,0.5599987536383711,0.5599987536383711,0.0,0.0,0.0,1.0,0.3,0.7,stable_tail_ua_gnn_tau0p25_seed0
CVaR-risk,150,9.773333333333333,2.6013591353810464,0.009671989626456856,0.017866190134840827,0.03320678752226134,0.11491210755375093,0.021843846243444,0.07021664294833235,0.027961713699106543,0.10569657035883004,0.004067045988156629,0.017858566445164096,0.1550558636128864,0.13950715713613876,0.20921873128539978,0.14969469060709875,0.08963594429815809,0.14725919549609875,0.08302200577199498,0.1087533012296096,0.5154206185420858,0.4433545244503962,0.581296306263103,0.45844305373294353,0.5148006582213566,0.08963594429815809,0.8258822267075622,0.5154206185420858,0.8107356188631589,6.088108919959083e-18,0.35303783100408814,0.03320678752226134,0.9059398608111697,0.5751255637377739,0.9637236390194753,5.6733299269733384e-18,0.1927170854970916,0.021843846243444,0.8866532970442815,0.5647480059247569,0.8981519128222307,5.69623725067723e-18,0.2988495145235211,0.027961713699106543,0.9064354722322555,0.581296306263103,0.9506489516390908,1.82049909189459e-18,0.05215559511610364,0.004067045988156629,0.922020907248302,0.6426210082282029,0.9843580810482019,1.8228696538831288e-18,0.5362272617327257,0.20921873128539978,0.6098319757000876,0.4237358737985205,0.6805494706555406,1.2587632412943242e-17,1.0,0.0,stable_tail_ua_gnn_tau0p5_seed0
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.05807832476236736,0.05972694909633409,0.35303783100408814,0.3451079393313228,0.1927170854970916,0.2251103098889729,0.2988495145235211,0.3084760381628761,0.05215559511610364,0.059533050086150494,0.4664344774313336,0.30779453291513614,0.5362272617327257,0.30408742340720296,0.5148006582213566,0.5127547925383892,0.0,0.0,0.0,0.0,0.0,0.0,0.5148006582213566,0.5148006582213566,0.0,0.0,0.0,1.0,0.35303783100408814,0.35303783100408814,0.0,0.0,0.0,1.0,0.1927170854970916,0.1927170854970916,0.0,0.0,0.0,1.0,0.2988495145235211,0.2988495145235211,0.0,0.0,0.0,1.0,0.05215559511610364,0.05215559511610364,0.0,0.0,0.0,1.0,0.5362272617327257,0.5362272617327257,0.0,0.0,0.0,1.0,0.32,0.6799999999999999,stable_tail_ua_gnn_tau0p5_seed0
CVaR-risk,150,9.853333333333333,2.607131846555595,0.005351039311403271,0.011712833616932348,0.021840858759048086,0.08554312549108545,0.013886194053791566,0.045359250949418145,0.020140003023358683,0.08376170018333452,0.0028258313474141747,0.011682439770461158,0.1957684206714994,0.13805230130519236,0.39253607618352876,0.13716703583751114,0.048741140331230726,0.09434752773245234,0.0927008177008056,0.1088207543816813,0.5443447220786342,0.42763675136523804,0.5912148375711146,0.44507690142000855,0.34131513938756447,0.048741140331230726,0.8571960786165357,0.5443447220786342,0.7929301625975274,2.4131696116556945e-19,0.2456903901936797,0.021840858759048086,0.9111041390640395,0.5917175985085215,0.8964470475820712,1.277844220650047e-19,0.1368800675359865,0.013886194053791566,0.8985521098531064,0.5772642216306624,0.8361635713599,1.2784509827477593e-19,0.21037168052797722,0.020140003023358683,0.9042646663575777,0.5912148375711146,0.8980278077743635,1.2782082449973554e-19,0.03586591119449911,0.0028258313474141747,0.9212112210669614,0.64832001417822,0.9550422937685503,1.389269828136043e-19,0.617194515156393,0.39253607618352876,0.36399940935245234,0.2523453525660531,0.30965657336647656,1.3384819638022208e-16,1.0,0.0,stable_tail_ua_gnn_tau0_seed1
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.03874430340138782,0.045242906815403196,0.2456903901936797,0.2650491614268552,0.1368800675359865,0.1714816347979515,0.21037168052797722,0.2410772394246322,0.03586591119449911,0.045025012662041494,0.4881906846516584,0.2927686997711355,0.617194515156393,0.23407496801050195,0.34131513938756447,0.37834677747774614,0.0,0.0,0.0,0.0,0.0,0.0,0.34131513938756447,0.34131513938756447,0.0,0.0,0.0,1.0,0.2456903901936797,0.2456903901936797,0.0,0.0,0.0,1.0,0.1368800675359865,0.1368800675359865,0.0,0.0,0.0,1.0,0.21037168052797722,0.21037168052797722,0.0,0.0,0.0,1.0,0.03586591119449911,0.03586591119449911,0.0,0.0,0.0,1.0,0.617194515156393,0.617194515156393,0.0,0.0,0.0,1.0,0.2733333333333333,0.7266666666666667,stable_tail_ua_gnn_tau0_seed1
CVaR-risk,150,9.793333333333333,2.5836259486438036,0.00866447992000291,0.015680778401292245,0.03227421036611001,0.11277464321249508,0.01920815249873946,0.05797515680690452,0.027411315617513737,0.10420798007058288,0.003801596150549132,0.01563760964330701,0.16129750552121297,0.1448484145221199,0.2342004959365455,0.1463291806368799,0.08011816651560366,0.12681461407964573,0.08607756132755003,0.10704046108311494,0.5273411238878856,0.4357844389637615,0.5846648428031057,0.4557247992410394,0.49698569674044846,0.08011816651560366,0.8387918061990338,0.5273411238878856,0.7999059624815117,2.1504972265996997e-18,0.3425382344114284,0.03227421036611001,0.9057792470307106,0.5797858454496456,0.9517359548603815,1.2410218414111176e-18,0.18698482330562546,0.01920815249873946,0.8972742698575,0.5732077293925483,0.8755584505434884,1.2468428658387858e-18,0.29055016854084614,0.027411315617513737,0.90565720282979,0.5846648428031057,0.9434459870568048,8.51769041721245e-19,0.05084956584679003,0.003801596150549132,0.9252383754282466,0.6445602984381774,0.9765317278040242,8.529692942906112e-19,0.5504549981381427,0.2342004959365455,0.5745328923721666,0.39873692139178274,0.6382998076291141,1.4815051179309386e-17,1.0,0.0,stable_tail_ua_gnn_tau0p25_seed1
Hop-shortest,150,9.093333333333334,2.5733446928612973,0.05607607323459276,0.05928936190219689,0.3425382344114284,0.33902433684680067,0.18698482330562546,0.22109240975897837,0.29055016854084614,0.30538494633694613,0.05084956584679003,0.05905861360868771,0.47043622833052806,0.3048388840987106,0.5504549981381427,0.29112810607735334,0.49698569674044846,0.5101687098512903,0.0,0.0,0.0,0.0,0.0,0.0,0.49698569674044846,0.49698569674044846,0.0,0.0,0.0,1.0,0.3425382344114284,0.3425382344114284,0.0,0.0,0.0,1.0,0.18698482330562546,0.18698482330562546,0.0,0.0,0.0,1.0,0.29055016854084614,0.29055016854084614,0.0,0.0,0.0,1.0,0.05084956584679003,0.05084956584679003,0.0,0.0,0.0,1.0,0.5504549981381427,0.5504549981381427,0.0,0.0,0.0,1.0,0.30666666666666664,0.6933333333333334,stable_tail_ua_gnn_tau0p25_seed1
CVaR-risk,150,9.653333333333334,2.644448830982895,0.011531581319867095,0.019041280109778052,0.0373434921943893,0.12168606164533499,0.023413456162817224,0.07321001008235052,0.029979549780143076,0.1095762965654924,0.0041730645449531345,0.019004997651390795,0.15040430654315282,0.13871713959806323,0.1527957847442881,0.1549084633034079,0.1067059404309839,0.15649538210078512,0.06691642616641763,0.09484541172795899,0.5129058153044054,0.4401739257181733,0.5696969724382188,0.47031528496861447,0.6011257384888207,0.1067059404309839,0.8224898160240882,0.5129058153044054,0.8206387196565449,5.421975669431734e-17,0.40265089288664363,0.0373434921943893,0.9072559061583662,0.5630375718673004,0.9682595632721414,4.95141837993498e-17,0.20276884944030335,0.023413456162817224,0.8845312964573739,0.5509075894699921,0.8936709051122746,5.557805664666959e-17,0.33635020808467553,0.029979549780143076,0.9108680504413227,0.5696969724382188,0.9514887893804762,3.606556758214515e-17,0.05978202977208485,0.0041730645449531345,0.9301953352572191,0.6092767065998982,0.994990011035205,3.80827264074658e-17,0.5111554251390016,0.1527957847442881,0.7010776424735422,0.472401941165675,0.793106712375435,6.78397840946049e-17,1.0,0.0,stable_tail_ua_gnn_tau0p5_seed1
