rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,3475,8,8,7.55201530456543,0.9360021948814392,0.9555044770240784
2,2795,0,7,7.103903770446777,0.8719862699508667,0.9956130385398865
3,3487,8,8,7.022371292114258,0.8603387475013733,0.8496512770652771
4,2657,0,7,7.002784252166748,0.8575406074523926,0.9843920469284058
5,3208,7,7,6.999885559082031,0.8571265339851379,0.9999685287475586
6,3335,7,7,6.999100208282471,0.8570142984390259,0.999305248260498
7,3367,0,7,6.998798370361328,0.8569712042808533,0.9997274875640869
8,3100,0,7,6.995438098907471,0.8564911484718323,0.9991213083267212
9,3300,7,7,6.989609241485596,0.8556584715843201,0.997904360294342
10,4636,0,7,6.984373092651367,0.8549104332923889,0.9927033185958862
11,3250,0,7,6.982124328613281,0.8545891642570496,0.9965865612030029
12,2412,0,7,6.976434707641602,0.8537763953208923,0.9917484521865845
13,3198,7,7,6.914398670196533,0.8449140787124634,0.9836132526397705
14,3439,0,7,6.840214252471924,0.8343163132667542,0.8832976818084717
15,1983,0,7,6.826438903808594,0.8323484063148499,0.9197829365730286
16,3410,7,7,6.805435657501221,0.8293479681015015,0.9509518146514893
17,1317,0,7,6.7765655517578125,0.8252236247062683,0.9250590205192566
18,3448,7,7,6.726607322692871,0.8180867433547974,0.9248785972595215
19,4357,7,7,6.7110466957092285,0.8158637881278992,0.9250222444534302
20,1099,0,7,6.700193881988525,0.8143134117126465,0.8922838568687439
