P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,62,221,737,430,25,51,4
2,0,100,345,587,299,65,88,45
3,0,93,365,628,279,52,92,21
4,0,70,306,648,284,68,126,27
5,0,158,333,560,262,87,110,19
