P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,67,188,650,307,25,71,13
2,0,92,307,463,255,56,141,7
3,0,85,306,519,258,73,77,2
4,0,74,281,544,241,57,96,28
5,0,140,269,497,236,60,106,12
