P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,466,735,244,35,12,38,0
2,0,318,593,364,117,60,77,0
3,0,231,541,480,131,77,70,0
4,0,229,587,387,171,100,55,0
5,0,279,629,343,99,109,70,0
