P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,407,599,180,43,29,49,14
2,0,423,475,207,48,43,116,9
3,0,314,470,340,69,54,70,3
4,0,316,480,297,82,67,51,28
5,1,307,584,227,64,36,90,11
