P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,836,306,111,76,101,92,8
2,3,809,203,149,64,135,145,21
3,0,725,276,123,62,154,170,20
4,1,708,237,135,68,145,157,78
5,0,775,270,109,72,107,156,40
