P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,711,234,112,67,82,102,13
2,1,693,181,77,68,82,206,13
3,1,683,187,91,57,111,179,11
4,0,632,185,101,81,108,181,33
5,1,659,229,110,61,88,158,14
