rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,372,3477,3862,0.9999998807907104,0.9999998807907104,6.884134292602539,5,7,35
2,3029,4339,4437,0.9999998807907104,0.9999998807907104,5.23030948638916,5,6,30
3,451,3477,3873,0.9999998807907104,0.9999998807907104,6.884134292602539,5,7,35
4,3080,3794,4369,0.9999998807907104,0.9999998807907104,6.370290756225586,5,7,35
5,3070,3721,5029,0.9999998807907104,0.9999998807907104,5.064800262451172,5,6,30
6,3077,3794,4699,0.9999998807907104,0.9999998807907104,6.370290756225586,5,7,35
7,3079,3794,4113,0.9999998807907104,0.9999998807907104,6.370290756225586,5,7,35
8,2373,3477,4202,0.9999998807907104,0.9999998807907104,6.884134292602539,5,7,35
9,5487,3584,4470,0.9999998807907104,0.9999998807907104,5.215090751647949,5,6,30
10,837,3739,3777,0.9999998807907104,0.9999998807907104,6.739886283874512,5,7,35
11,2894,4437,4521,0.9999998807907104,0.9999998807907104,5.23030948638916,5,6,30
12,6058,3777,4260,0.9999998807907104,0.9999998807907104,6.739886283874512,5,7,35
13,4246,3584,5118,0.9999998807907104,0.9999998807907104,5.215090751647949,5,6,30
14,4384,3584,4426,0.9999998807907104,0.9999998807907104,5.215090751647949,5,6,30
15,4170,4485,4620,0.9999998807907104,0.9999998807907104,6.645431041717529,5,7,35
16,4165,4485,5102,0.9999998807907104,0.9999998807907104,6.645431041717529,5,7,35
17,6056,3777,4238,0.9999998807907104,0.9999998807907104,6.739886283874512,5,7,35
18,2904,3584,4613,0.9999998807907104,0.9999998807907104,5.215090751647949,5,6,30
19,4863,4437,5141,0.9999998807907104,0.9999998807907104,5.23030948638916,5,6,30
20,4861,4437,4819,0.9999998807907104,0.9999998807907104,5.23030948638916,5,6,30
