P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,9,719,515,163,32,7,38,47
2,12,775,325,136,71,49,127,34
3,7,705,393,149,68,62,105,41
4,8,655,382,148,64,93,88,91
5,14,610,478,176,36,45,116,54
